Date,Research Firm,Action,From,To,Ticker
2004-11-30,CSFB,Initiated,,Outperform,MMM
2004-10-19,Goldman Sachs,Upgrade,In-Line,Outperform,MMM
2004-10-18,Prudential,Downgrade,Overweight,Neutral,MMM
2004-03-16,Buckingham Research,Upgrade,Neutral,Accumulate,MMM
2003-12-18,McDonald Invst,Downgrade,Buy,Hold,MMM
2003-10-03,Lehman Brothers,Upgrade,Equal-weight,Overweight,MMM
2003-09-26,Banc of America Sec,Upgrade,Neutral,Buy,MMM
2003-08-14,Smith Barney Citigroup,Downgrade,Outperform,In-line,MMM
2003-06-06,Smith Barney Citigroup,Upgrade,In-line,Outperform,MMM
2003-04-25,Banc of America Sec,Downgrade,Buy,Neutral,MMM
2003-04-22,CSFB,Downgrade,Outperform,Neutral,MMM
2002-11-26,Merrill Lynch,Initiated,,Neutral,MMM
2002-09-13,Salomon Smth Brny,Initiated,,In-line,MMM
2002-09-04,Deutsche Securities,Initiated,,Buy,MMM
2002-06-26,JP Morgan,Initiated,,Mkt Perform,MMM
2002-04-05,Salomon Smth Brny,Upgrade,Neutral,Outperform,MMM
2002-04-05,CSFB,Upgrade,Hold,Buy,MMM
2002-03-28,CSFB,Initiated,,Hold,MMM
2002-01-17,McDonald Invst,Upgrade,Hold,Buy,MMM
2001-09-27,Prudential,Initiated,,Buy,MMM
2001-09-11,UBS Warburg,Upgrade,Buy,Strong Buy,MMM
2001-06-20,ABN AMRO,Downgrade,Buy,Add,MMM
2001-01-17,SG Cowen,Downgrade,Strong Buy,Neutral,MMM
2000-12-20,CE Unterberg Towbin,Downgrade,Buy,Hold,MMM
2000-12-19,McDonald Invst,Initiated,,Hold,MMM
2000-12-07,ABN AMRO,Initiated,,Buy,MMM
2000-10-30,Lehman Brothers,Initiated,,Neutral,MMM
2000-09-15,UBS Warburg,Initiated,,Buy,MMM
2000-09-06,CSFB,Initiated,,Buy,MMM
2000-04-25,Prudential,Downgrade,Strong Buy,Accumulate,MMM
2000-01-27,Banc of America Sec,Upgrade,Underperform,Market Perform,MMM
2000-01-26,Prudential,Upgrade,Accumulate,Strong Buy,MMM
2000-01-26,Merrill Lynch,Upgrade,NT Accum,NT Buy,MMM
2000-01-12,Mrgn Stnly Dn Wttr,Initiated,,Outperform,MMM
2000-01-05,Prudential,Upgrade,Hold,Accumulate,MMM
1999-10-25,SG Cowen,Upgrade,Neutral,Strong Buy,MMM
1999-08-25,FAC/Eqts First Albany,Downgrade,Accumulate,Neutral,MMM
