Date,USD,GBP,EUR
2006-06-01,625.0,335.607,
2006-05-31,653.0,348.267,
2006-05-30,660.5,350.398,
2006-05-26,642.25,345.909,
2006-05-25,642.5,343.271,
2006-05-24,648.5,347.219,
2006-05-23,666.75,354.579,
2006-05-22,652.5,347.111,
2006-05-19,651.5,348.098,
2006-05-18,693.5,366.33,
2006-05-17,699.5,369.656,
2006-05-16,692.0,366.895,
2006-05-15,687.5,364.915,
2006-05-12,725.0,382.424,
2006-05-11,715.5,382.109,
2006-05-10,699.9,375.523,
2006-05-09,691.25,370.663,
2006-05-08,675.5,363.153,
2006-05-05,678.0,364.183,
2006-05-04,673.5,364.882,
2006-05-03,673.6,366.206,
2006-05-02,661.0,360.061,
2006-04-28,644.0,355.35,
2006-04-27,638.0,356.027,
2006-04-26,635.5,356.122,
2006-04-25,634.75,355.503,
2006-04-24,622.5,349.131,
2006-04-21,623.5,350.419,
2006-04-20,625.0,351.42,
2006-04-19,624.75,349.315,
2006-04-18,614.75,345.754,
2006-04-13,593.0,338.586,
2006-04-12,597.25,340.779,
2006-04-11,597.75,341.767,
2006-04-10,597.25,342.126,
2006-04-07,589.75,338.159,
2006-04-06,592.5,338.513,
2006-04-05,586.5,335.143,
2006-04-04,588.0,334.814,
2006-04-03,587.0,339.463,
2006-03-31,582.0,334.771,
2006-03-30,584.0,335.883,
2006-03-29,565.0,326.118,
2006-03-28,567.5,323.916,
2006-03-27,565.0,323.042,
2006-03-24,556.75,319.787,
2006-03-23,546.5,313.72,
2006-03-22,550.75,314.894,
2006-03-21,547.5,313.394,
2006-03-20,555.75,316.847,
2006-03-17,552.75,315.461,
2006-03-16,552.75,314.957,
2006-03-15,556.5,318.364,
2006-03-14,545.8,313.138,
2006-03-13,543.5,314.58,
2006-03-10,535.0,310.289,
2006-03-09,550.1,316.153,
2006-03-08,544.75,313.706,
2006-03-07,553.0,318.732,
2006-03-06,565.25,322.539,
2006-03-03,565.0,322.029,
2006-03-02,563.75,322.272,
2006-03-01,564.25,321.29,
2006-02-28,556.0,318.078,
2006-02-27,553.25,317.96,
2006-02-24,554.15,316.838,
2006-02-23,551.2,314.971,
2006-02-22,553.0,317.944,
2006-02-21,554.0,317.752,
2006-02-20,554.5,317.947,
2006-02-17,551.7,317.251,
2006-02-16,538.75,310.608,
2006-02-15,540.5,309.653,
2006-02-14,539.7,311.875,
2006-02-13,549.3,315.363,
2006-02-10,557.0,317.198,
2006-02-09,560.25,322.112,
2006-02-08,548.75,315.102,
2006-02-07,558.7,320.245,
2006-02-06,569.75,325.571,
2006-02-03,569.0,322.562,
2006-02-02,572.15,322.247,
2006-02-01,568.25,319.601,
2006-01-31,568.75,320.82,
2006-01-30,565.0,319.353,
2006-01-27,561.75,315.147,
2006-01-26,556.5,311.242,
2006-01-25,561.75,314.09,
2006-01-24,557.25,312.01,
2006-01-23,554.5,310.731,
2006-01-20,567.25,321.152,
2006-01-19,554.75,315.917,
2006-01-18,545.0,308.782,
2006-01-17,553.25,314.347,
2006-01-16,561.75,318.2,
2006-01-13,548.25,309.781,
2006-01-12,542.5,308.326,
2006-01-11,544.4,309.529,
2006-01-10,543.5,307.496,
2006-01-09,541.5,306.625,
2006-01-06,535.25,302.572,
2006-01-05,524.75,298.833,
2006-01-04,529.5,300.921,
2006-01-03,530.0,305.74,
2005-12-29,513.0,298.204,
2005-12-28,518.0,299.595,
2005-12-22,500.0,286.977,
2005-12-21,489.0,280.47,
2005-12-20,502.5,285.674,
2005-12-19,508.75,288.358,
2005-12-16,507.0,286.279,
2005-12-15,506.25,286.373,
2005-12-14,509.5,287.123,
2005-12-13,522.5,294.865,
2005-12-12,536.5,302.936,
2005-12-09,525.5,299.396,
2005-12-08,515.7,295.7,
2005-12-07,515.4,297.661,
2005-12-06,504.25,290.55,
2005-12-05,505.65,290.553,
2005-12-02,502.5,290.799,
2005-12-01,499.75,289.124,
2005-11-30,495.65,286.934,
2005-11-29,496.0,289.044,
2005-11-28,496.0,289.821,
2005-11-25,495.9,288.347,
2005-11-24,493.4,286.112,
2005-11-23,487.6,283.159,
2005-11-22,492.6,288.239,
2005-11-21,488.95,283.696,
2005-11-18,485.85,282.767,
2005-11-17,486.15,282.645,
2005-11-16,475.75,277.163,
2005-11-15,468.25,270.274,
2005-11-14,467.5,268.987,
2005-11-11,466.75,268.124,
2005-11-10,467.0,267.867,
2005-11-09,462.55,265.681,
2005-11-08,461.6,265.135,
2005-11-07,456.5,262.13,
2005-11-04,460.5,261.841,
2005-11-03,461.85,260.197,
2005-11-02,460.8,260.265,
2005-11-01,459.5,260.414,
2005-10-31,470.75,265.436,
2005-10-28,470.75,264.244,
2005-10-27,474.4,265.399,
2005-10-26,473.2,265.992,
2005-10-25,472.25,264.714,
2005-10-24,466.1,263.631,
2005-10-21,462.85,260.467,
2005-10-20,464.3,262.465,
2005-10-19,465.9,265.017,
2005-10-18,472.0,270.023,
2005-10-17,474.5,270.216,
2005-10-14,466.0,265.255,
2005-10-13,469.5,268.823,
2005-10-12,475.1,271.098,
2005-10-11,475.5,272.259,
2005-10-10,473.2,269.783,
2005-10-07,472.7,268.397,
2005-10-06,471.8,265.803,
2005-10-05,463.5,263.203,
2005-10-04,467.45,265.446,
2005-10-03,466.1,265.735,
2005-09-30,473.25,268.039,
2005-09-29,472.4,268.135,
2005-09-28,464.0,262.964,
2005-09-27,464.1,262.604,
2005-09-26,461.7,260.23,
2005-09-23,462.65,259.916,
2005-09-22,466.25,260.112,
2005-09-21,469.1,258.885,
2005-09-20,464.8,257.478,
2005-09-19,464.5,257.398,
2005-09-16,457.2,253.577,
2005-09-15,454.8,251.897,
2005-09-14,449.3,245.855,
2005-09-13,445.4,244.457,
2005-09-12,448.35,245.671,
2005-09-09,448.25,243.747,
2005-09-08,448.55,243.446,
2005-09-07,445.05,242.046,
2005-09-06,444.15,240.862,
2005-09-05,446.05,241.565,
2005-09-02,443.6,241.231,
2005-09-01,439.6,241.937,
2005-08-31,433.25,241.836,
2005-08-30,430.65,241.261,
2005-08-26,436.75,241.699,
2005-08-25,438.85,243.467,
2005-08-24,440.0,244.241,
2005-08-23,439.35,244.11,
2005-08-22,439.65,243.844,
2005-08-19,439.65,244.999,
2005-08-18,439.65,245.067,
2005-08-17,442.0,244.32,
2005-08-16,443.0,245.063,
2005-08-15,443.5,245.244,
2005-08-12,447.25,246.5,
2005-08-11,440.75,243.778,
2005-08-10,436.55,242.906,
2005-08-09,433.3,242.936,
2005-08-08,436.2,244.028,
2005-08-05,438.25,246.846,
2005-08-04,438.6,246.82,
2005-08-03,434.6,244.157,
2005-08-02,431.0,243.365,
2005-08-01,431.65,243.87,
2005-07-29,429.0,244.125,
2005-07-28,426.4,243.769,
2005-07-27,424.0,243.343,
2005-07-26,423.25,243.725,
2005-07-25,425.4,244.483,
2005-07-22,425.0,243.777,
2005-07-21,424.25,243.165,
2005-07-20,422.15,243.216,
2005-07-19,419.25,241.517,
2005-07-18,420.9,240.624,
2005-07-15,418.35,238.621,
2005-07-14,424.3,240.697,
2005-07-13,424.5,241.371,
2005-07-12,426.25,240.615,
2005-07-11,424.2,242.844,
2005-07-08,424.4,243.349,
2005-07-07,425.2,243.737,
2005-07-06,423.5,241.311,
2005-07-05,423.75,241.11,
2005-07-04,427.4,242.772,
2005-07-01,432.6,243.376,
2005-06-30,437.1,243.809,
2005-06-29,435.8,241.762,
2005-06-28,437.0,240.44,
2005-06-27,439.3,240.344,
2005-06-24,440.55,241.795,
2005-06-23,439.15,241.45,
2005-06-22,437.0,239.846,
2005-06-21,435.2,238.793,
2005-06-20,439.35,241.07,
2005-06-17,437.5,239.857,
2005-06-16,433.0,237.716,
2005-06-15,428.7,235.938,
2005-06-14,426.85,236.09,
2005-06-13,429.1,238.124,
2005-06-10,422.55,232.234,
2005-06-09,422.5,231.672,
2005-06-08,424.55,230.922,
2005-06-07,424.1,231.812,
2005-06-06,425.85,234.177,
2005-06-03,423.55,233.078,
2005-06-02,420.4,231.753,
2005-06-01,415.35,228.78,
2005-05-31,414.45,227.283,
2005-05-27,418.25,229.581,
2005-05-26,418.0,229.23,
2005-05-25,418.4,228.26,
2005-05-24,418.3,228.367,
2005-05-23,418.0,228.565,
2005-05-20,418.0,228.853,
2005-05-19,420.8,229.082,
2005-05-18,419.75,228.834,
2005-05-17,420.0,228.571,
2005-05-16,419.25,228.225,
2005-05-13,420.0,226.598,
2005-05-12,424.25,227.785,
2005-05-11,426.1,227.581,
2005-05-10,427.4,227.123,
2005-05-09,425.5,226.029,
2005-05-06,425.15,224.638,
2005-05-05,429.15,225.358,
2005-05-04,428.8,225.447,
2005-05-03,427.9,226.163,
2005-04-29,435.7,227.996,
2005-04-28,432.5,226.832,
2005-04-27,434.35,227.587,
2005-04-26,437.0,229.396,
2005-04-25,432.9,226.863,
2005-04-22,434.6,226.815,
2005-04-21,434.0,227.285,
2005-04-20,433.2,226.155,
2005-04-19,427.45,223.608,
2005-04-18,425.75,224.197,
2005-04-15,424.6,224.739,
2005-04-14,423.45,225.515,
2005-04-13,427.5,226.334,
2005-04-12,427.3,226.588,
2005-04-11,429.0,226.96,
2005-04-08,425.2,227.38,
2005-04-07,428.0,227.817,
2005-04-06,425.75,226.583,
2005-04-05,424.6,226.116,
2005-04-04,423.9,226.261,
2005-04-01,427.15,225.528,
2005-03-31,427.5,226.574,
2005-03-30,426.45,226.594,
2005-03-29,426.1,227.496,
2005-03-24,425.15,227.134,
2005-03-23,426.15,227.341,
2005-03-22,432.15,227.411,
2005-03-21,432.7,227.821,
2005-03-18,437.15,228.229,
2005-03-17,438.6,228.057,
2005-03-16,443.0,229.796,
2005-03-15,440.65,230.008,
2005-03-14,441.95,230.759,
2005-03-11,443.7,230.47,
2005-03-10,440.9,229.158,
2005-03-09,439.5,228.585,
2005-03-08,437.25,226.613,
2005-03-07,433.0,226.299,
2005-03-04,433.45,225.638,
2005-03-03,430.2,225.578,
2005-03-02,431.75,225.929,
2005-03-01,433.45,225.802,
2005-02-28,435.45,226.514,
2005-02-25,434.25,226.916,
2005-02-24,433.75,227.011,
2005-02-23,432.6,226.658,
2005-02-22,432.85,227.254,
2005-02-21,427.15,225.421,
2005-02-18,427.1,225.502,
2005-02-17,426.25,225.613,
2005-02-16,423.1,225.269,
2005-02-15,424.4,225.027,
2005-02-14,424.2,224.706,
2005-02-11,418.85,224.693,
2005-02-10,415.5,222.478,
2005-02-09,411.15,221.584,
2005-02-08,411.1,221.725,
2005-02-07,414.4,221.913,
2005-02-04,415.9,220.625,
2005-02-03,416.5,221.484,
2005-02-02,421.6,223.471,
2005-02-01,420.9,223.764,
2005-01-31,422.15,223.762,
2005-01-28,426.8,226.251,
2005-01-27,424.5,225.378,
2005-01-26,425.8,226.429,
2005-01-25,424.5,226.945,
2005-01-24,427.35,227.411,
2005-01-21,423.3,226.364,
2005-01-20,422.9,225.848,
2005-01-19,424.95,226.423,
2005-01-18,421.75,226.018,
2005-01-17,422.25,227.138,
2005-01-14,422.5,225.779,
2005-01-13,423.6,225.104,
2005-01-12,426.6,225.714,
2005-01-11,421.35,224.469,
2005-01-10,420.0,224.239,
2005-01-07,422.2,224.467,
2005-01-06,424.35,225.995,
2005-01-05,426.0,226.187,
2005-01-04,427.75,226.203,
2004-12-30,435.6,226.851,
2004-12-29,440.25,229.824,
2004-12-23,441.1,229.68,
2004-12-22,441.0,230.576,
2004-12-21,440.95,228.543,
2004-12-20,442.45,227.224,
2004-12-17,438.9,226.529,
2004-12-16,439.5,226.593,
2004-12-15,439.0,226.137,
2004-12-14,437.1,226.888,
2004-12-13,435.1,226.934,
2004-12-10,434.0,226.987,
2004-12-09,437.1,227.938,
2004-12-08,436.9,226.926,
2004-12-07,451.8,232.383,
2004-12-06,453.05,233.267,
2004-12-03,448.65,232.052,
2004-12-02,454.2,235.13,
2004-12-01,452.85,235.271,
2004-11-30,453.4,237.159,
2004-11-29,451.25,238.693,
2004-11-26,451.0,238.221,
2004-11-25,451.15,238.944,
2004-11-24,448.6,238.744,
2004-11-23,448.15,239.588,
2004-11-22,447.8,241.298,
2004-11-19,445.6,240.022,
2004-11-18,442.0,238.79,
2004-11-17,443.45,238.696,
2004-11-16,439.4,237.283,
2004-11-15,437.6,236.209,
2004-11-12,436.05,235.83,
2004-11-11,433.8,235.313,
2004-11-10,433.4,234.422,
2004-11-09,433.65,233.774,
2004-11-08,431.9,232.83,
2004-11-05,431.0,233.541,
2004-11-04,430.5,233.65,
2004-11-03,423.5,229.266,
2004-11-02,424.2,230.757,
2004-11-01,428.85,233.961,
2004-10-29,425.55,232.351,
2004-10-28,424.2,231.677,
2004-10-27,428.25,232.77,
2004-10-26,427.5,232.274,
2004-10-25,429.15,233.208,
2004-10-22,422.8,231.671,
2004-10-21,422.5,231.304,
2004-10-20,423.6,233.904,
2004-10-19,419.35,232.649,
2004-10-18,419.1,232.317,
2004-10-15,420.4,233.167,
2004-10-14,415.35,231.251,
2004-10-13,411.25,230.237,
2004-10-12,414.7,232.039,
2004-10-11,421.7,234.708,
2004-10-08,421.75,235.115,
2004-10-07,418.1,234.44,
2004-10-06,418.45,235.124,
2004-10-05,415.4,232.848,
2004-10-04,412.55,231.315,
2004-10-01,418.1,232.795,
2004-09-30,415.65,230.022,
2004-09-29,412.95,229.264,
2004-09-28,411.7,227.007,
2004-09-27,409.2,226.428,
2004-09-24,407.85,225.893,
2004-09-23,411.5,228.383,
2004-09-22,405.35,226.187,
2004-09-21,408.5,227.703,
2004-09-20,404.3,226.816,
2004-09-17,405.7,226.269,
2004-09-16,403.4,225.805,
2004-09-15,404.45,227.181,
2004-09-14,405.25,225.201,
2004-09-13,399.3,221.87,
2004-09-10,401.35,223.158,
2004-09-09,398.7,223.537,
2004-09-08,396.3,223.519,
2004-09-07,398.1,224.56,
2004-09-06,401.6,225.821,
2004-09-03,401.15,225.277,
2004-09-02,406.1,227.163,
2004-09-01,407.65,227.394,
2004-08-31,407.25,227.222,
2004-08-27,405.1,225.733,
2004-08-26,406.05,226.464,
2004-08-25,406.0,225.744,
2004-08-24,406.2,226.069,
2004-08-23,410.6,225.915,
2004-08-20,410.55,225.45,
2004-08-19,406.5,222.192,
2004-08-18,402.45,221.005,
2004-08-17,401.3,219.074,
2004-08-16,401.65,217.874,
2004-08-13,396.75,215.918,
2004-08-12,394.15,215.902,
2004-08-11,393.85,215.537,
2004-08-10,399.5,217.309,
2004-08-09,399.0,216.824,
2004-08-06,399.0,216.471,
2004-08-05,390.85,214.576,
2004-08-04,391.5,215.11,
2004-08-03,390.95,214.537,
2004-08-02,391.5,214.11,
2004-07-30,391.4,214.878,
2004-07-29,387.3,213.86,
2004-07-28,387.3,212.954,
2004-07-27,389.85,212.603,
2004-07-26,390.75,212.399,
2004-07-23,391.5,213.084,
2004-07-22,397.75,215.443,
2004-07-21,398.5,216.458,
2004-07-20,400.0,216.041,
2004-07-19,406.35,217.183,
2004-07-16,406.3,216.809,
2004-07-15,403.15,217.601,
2004-07-14,403.8,217.295,
2004-07-13,400.9,216.014,
2004-07-12,406.35,218.139,
2004-07-09,406.5,219.516,
2004-07-08,405.35,218.4,
2004-07-07,399.65,215.596,
2004-07-06,394.5,214.123,
2004-07-05,398.25,217.433,
2004-07-02,397.75,217.373,
2004-07-01,394.8,217.365,
2004-06-30,395.8,217.964,
2004-06-29,394.4,217.961,
2004-06-28,404.25,220.648,
2004-06-25,401.5,220.386,
2004-06-24,400.0,219.66,
2004-06-23,393.9,216.738,
2004-06-22,395.75,217.206,
2004-06-21,395.25,216.137,
2004-06-18,395.1,214.962,
2004-06-17,386.1,210.845,
2004-06-16,385.25,210.393,
2004-06-15,386.5,211.932,
2004-06-14,385.1,212.153,
2004-06-11,384.85,211.363,
2004-06-10,384.95,210.724,
2004-06-09,386.85,211.336,
2004-06-08,392.35,213.733,
2004-06-07,393.6,214.134,
2004-06-04,388.3,211.239,
2004-06-03,390.35,212.539,
2004-06-02,394.85,213.907,
2004-06-01,397.2,216.199,
2004-05-28,393.25,214.223,
2004-05-27,393.6,214.765,
2004-05-26,389.65,214.376,
2004-05-25,388.9,214.613,
2004-05-24,384.0,214.417,
2004-05-21,385.3,215.131,
2004-05-20,379.5,213.923,
2004-05-19,380.75,213.796,
2004-05-18,377.7,213.426,
2004-05-17,382.95,216.051,
2004-05-14,376.5,213.617,
2004-05-13,375.15,212.694,
2004-05-12,382.2,214.816,
2004-05-11,375.25,213.635,
2004-05-10,375.0,211.399,
2004-05-07,380.8,212.714,
2004-05-06,387.5,216.227,
2004-05-05,392.55,218.813,
2004-05-04,391.25,218.271,
2004-04-30,388.5,218.688,
2004-04-29,386.0,217.342,
2004-04-28,392.25,220.241,
2004-04-27,396.25,222.026,
2004-04-26,397.0,222.409,
2004-04-23,394.5,223.184,
2004-04-22,392.3,221.576,
2004-04-21,392.75,221.118,
2004-04-20,396.85,221.729,
2004-04-19,403.1,222.966,
2004-04-16,400.85,222.942,
2004-04-15,398.25,223.259,
2004-04-14,397.75,222.393,
2004-04-13,407.9,224.676,
2004-04-08,419.5,228.673,
2004-04-07,419.0,228.04,
2004-04-06,418.5,227.842,
2004-04-05,417.7,230.074,
2004-04-02,419.0,228.862,
2004-04-01,427.25,230.013,
2004-03-31,423.7,230.836,
2004-03-30,420.0,229.973,
2004-03-29,421.25,231.265,
2004-03-26,421.5,231.657,
2004-03-25,416.1,230.067,
2004-03-24,415.25,226.541,
2004-03-23,416.25,225.671,
2004-03-22,417.65,226.074,
2004-03-19,412.0,224.462,
2004-03-18,410.75,224.576,
2004-03-17,402.75,222.121,
2004-03-16,402.5,221.507,
2004-03-15,398.1,221.487,
2004-03-12,398.0,221.641,
2004-03-11,398.45,221.3,
2004-03-10,400.25,221.389,
2004-03-09,401.5,218.444,
2004-03-08,399.85,216.217,
2004-03-05,399.25,216.103,
2004-03-04,392.0,215.03,
2004-03-03,390.5,213.458,
2004-03-02,395.75,213.204,
2004-03-01,400.0,213.652,
2004-02-27,395.85,213.109,
2004-02-26,393.25,210.994,
2004-02-25,400.25,211.997,
2004-02-24,402.25,213.52,
2004-02-23,399.5,214.255,
2004-02-20,405.25,216.076,
2004-02-19,409.8,216.722,
2004-02-18,414.5,217.38,
2004-02-17,414.5,217.505,
2004-02-16,411.7,217.773,
2004-02-13,416.0,219.479,
2004-02-12,411.6,217.72,
2004-02-11,405.75,217.048,
2004-02-10,408.55,218.593,
2004-02-09,405.95,218.253,
2004-02-06,404.25,218.809,
2004-02-05,399.55,217.029,
2004-02-04,399.25,217.896,
2004-02-03,401.45,218.144,
2004-02-02,398.35,218.549,
2004-01-30,399.75,220.03,
2004-01-29,405.7,222.973,
2004-01-28,411.0,224.345,
2004-01-27,405.7,223.465,
2004-01-26,408.2,223.365,
2004-01-23,409.0,222.949,
2004-01-22,409.25,222.056,
2004-01-21,407.6,222.915,
2004-01-20,409.25,225.83,
2004-01-19,406.6,227.596,
2004-01-16,408.4,226.11,
2004-01-15,412.5,226.238,
2004-01-14,419.5,228.424,
2004-01-13,425.5,230.174,
2004-01-12,425.25,229.952,
2004-01-09,423.35,229.707,
2004-01-08,421.0,230.155,
2004-01-07,421.75,231.794,
2004-01-06,424.4,232.803,
2004-01-05,420.6,232.955,
2004-01-02,415.25,232.048,
2003-12-30,416.25,233.809,
2003-12-29,412.0,231.969,
2003-12-23,409.25,232.067,
2003-12-22,410.45,233.012,
2003-12-19,409.75,231.825,
2003-12-18,407.5,230.813,
2003-12-17,408.25,231.763,
2003-12-16,408.0,233.276,
2003-12-15,407.5,233.124,
2003-12-12,407.1,232.961,
2003-12-11,404.1,231.709,
2003-12-10,410.0,234.755,
2003-12-09,407.75,233.735,
2003-12-08,406.15,234.43,
2003-12-05,402.4,233.275,
2003-12-04,402.25,233.595,
2003-12-03,401.8,232.564,
2003-12-02,401.35,232.667,
2003-12-01,400.25,232.069,
2003-11-28,398.35,231.196,
2003-11-27,395.45,230.852,
2003-11-26,396.0,232.326,
2003-11-25,391.75,230.645,
2003-11-24,391.9,230.801,
2003-11-21,395.5,231.734,
2003-11-20,394.3,231.261,
2003-11-19,395.15,232.619,
2003-11-18,393.9,232.664,
2003-11-17,393.7,232.876,
2003-11-14,396.7,234.914,
2003-11-13,395.4,234.45,
2003-11-12,389.7,232.657,
2003-11-11,387.8,232.913,
2003-11-10,383.5,229.503,
2003-11-07,378.95,227.666,
2003-11-06,380.25,227.422,
2003-11-05,378.75,226.119,
2003-11-04,377.9,225.518,
2003-11-03,383.25,226.306,
2003-10-31,386.25,227.943,
2003-10-30,386.5,226.952,
2003-10-29,385.4,226.573,
2003-10-28,384.4,227.187,
2003-10-27,386.0,227.93,
2003-10-24,388.25,228.584,
2003-10-23,384.5,227.501,
2003-10-22,384.75,227.892,
2003-10-21,378.2,225.791,
2003-10-20,373.8,223.297,
2003-10-17,370.5,221.458,
2003-10-16,373.4,222.328,
2003-10-15,373.5,223.439,
2003-10-14,373.95,224.73,
2003-10-13,370.25,222.346,
2003-10-10,372.3,223.135,
2003-10-09,370.6,223.32,
2003-10-08,375.25,225.714,
2003-10-07,376.1,225.115,
2003-10-06,371.3,222.429,
2003-10-03,384.25,230.435,
2003-10-02,382.2,228.931,
2003-10-01,383.5,231.177,
2003-09-30,388.0,231.919,
2003-09-29,381.95,231.149,
2003-09-26,382.7,230.195,
2003-09-25,390.7,235.546,
2003-09-24,385.0,232.769,
2003-09-23,384.6,232.696,
2003-09-22,385.5,234.019,
2003-09-19,379.75,233.104,
2003-09-18,378.3,233.735,
2003-09-17,374.25,233.775,
2003-09-16,374.6,235.154,
2003-09-15,373.5,233.117,
2003-09-12,378.25,235.773,
2003-09-11,376.3,236.325,
2003-09-10,380.0,238.499,
2003-09-09,382.25,240.031,
2003-09-08,374.65,236.298,
2003-09-05,375.8,236.829,
2003-09-04,370.75,234.875,
2003-09-03,370.0,235.774,
2003-09-02,373.7,237.798,
2003-09-01,376.25,239.864,
2003-08-29,375.6,237.767,
2003-08-28,369.8,234.585,
2003-08-27,371.25,235.939,
2003-08-26,360.5,230.057,
2003-08-22,358.75,228.285,
2003-08-21,363.3,229.573,
2003-08-20,363.7,228.025,
2003-08-19,360.4,227.31,
2003-08-18,360.25,226.146,
2003-08-15,364.5,228.126,
2003-08-14,363.6,226.401,
2003-08-13,358.65,222.833,
2003-08-12,360.1,224.571,
2003-08-11,359.15,223.867,
2003-08-08,353.95,219.64,
2003-08-07,351.6,218.074,
2003-08-06,352.0,218.132,
2003-08-05,348.4,216.734,
2003-08-04,347.5,215.597,
2003-08-01,352.35,219.041,
2003-07-31,354.75,220.712,
2003-07-30,357.75,221.175,
2003-07-29,363.5,223.417,
2003-07-28,365.6,224.846,
2003-07-25,363.0,224.143,
2003-07-24,357.3,221.788,
2003-07-23,354.75,220.89,
2003-07-22,352.0,219.876,
2003-07-21,350.0,219.573,
2003-07-18,344.35,216.982,
2003-07-17,342.5,215.653,
2003-07-16,343.2,215.443,
2003-07-15,348.25,216.439,
2003-07-14,347.5,213.387,
2003-07-11,343.7,210.304,
2003-07-10,343.4,211.323,
2003-07-09,344.15,211.135,
2003-07-08,347.2,211.682,
2003-07-07,348.15,211.026,
2003-07-04,351.3,210.511,
2003-07-03,349.4,209.535,
2003-07-02,351.5,211.365,
2003-07-01,350.2,210.647,
2003-06-30,346.0,209.659,
2003-06-27,345.5,209.394,
2003-06-26,343.85,206.927,
2003-06-25,348.1,207.945,
2003-06-24,348.25,209.348,
2003-06-23,355.0,213.341,
2003-06-20,358.0,214.115,
2003-06-19,357.65,214.034,
2003-06-18,359.75,214.048,
2003-06-17,362.75,214.937,
2003-06-16,358.3,212.263,
2003-06-13,353.05,211.597,
2003-06-12,352.25,211.206,
2003-06-11,354.25,212.507,
2003-06-10,354.25,214.1,
2003-06-09,362.75,219.809,
2003-06-06,363.0,218.267,
2003-06-05,366.75,221.494,
2003-06-04,364.2,223.34,
2003-06-03,365.0,223.255,
2003-06-02,364.75,223.636,
2003-05-30,361.4,220.5,
2003-05-29,363.1,220.528,
2003-05-28,359.5,219.945,
2003-05-27,371.4,225.912,
2003-05-23,370.5,226.26,
2003-05-22,369.6,226.055,
2003-05-21,367.8,223.451,
2003-05-20,366.3,224.078,
2003-05-19,359.0,219.237,
2003-05-16,355.0,217.992,
2003-05-15,354.25,218.471,
2003-05-14,353.55,218.241,
2003-05-13,350.4,217.883,
2003-05-12,351.1,217.736,
2003-05-09,347.9,216.895,
2003-05-08,346.45,216.328,
2003-05-07,341.85,213.991,
2003-05-06,342.85,212.488,
2003-05-02,340.5,211.951,
2003-05-01,341.2,212.255,
2003-04-30,336.75,210.798,
2003-04-29,331.4,208.756,
2003-04-28,332.6,208.815,
2003-04-25,333.25,209.789,
2003-04-24,333.7,209.532,
2003-04-23,333.3,210.616,
2003-04-22,334.9,212.096,
2003-04-17,327.0,206.962,
2003-04-16,324.1,205.778,
2003-04-15,325.45,207.161,
2003-04-14,325.95,206.992,
2003-04-11,324.8,207.011,
2003-04-10,324.6,206.633,
2003-04-09,321.35,206.696,
2003-04-08,323.4,208.175,
2003-04-07,319.9,206.52,
2003-04-04,323.8,207.205,
2003-04-03,323.7,206.705,
2003-04-02,329.3,209.585,
2003-04-01,334.35,212.556,
2003-03-31,334.85,211.997,
2003-03-28,330.75,210.803,
2003-03-27,332.75,211.673,
2003-03-26,329.95,209.426,
2003-03-25,331.9,210.797,
2003-03-24,329.45,208.976,
2003-03-21,333.5,212.718,
2003-03-20,335.8,214.377,
2003-03-19,335.8,214.62,
2003-03-18,338.8,216.763,
2003-03-17,340.75,215.392,
2003-03-14,335.2,210.884,
2003-03-13,334.5,208.23,
2003-03-12,346.1,215.036,
2003-03-11,348.7,217.191,
2003-03-10,354.45,221.601,
2003-03-07,350.75,218.808,
2003-03-06,354.7,221.452,
2003-03-05,353.95,221.426,
2003-03-04,353.4,223.247,
2003-03-03,345.5,218.976,
2003-02-28,347.45,220.673,
2003-02-27,351.25,222.521,
2003-02-26,351.9,222.722,
2003-02-25,357.6,226.76,
2003-02-24,355.2,224.455,
2003-02-21,352.3,220.947,
2003-02-20,351.55,220.56,
2003-02-19,346.0,216.969,
2003-02-18,344.1,216.333,
2003-02-17,347.0,216.807,
2003-02-14,354.25,219.418,
2003-02-13,352.8,217.469,
2003-02-12,356.3,220.688,
2003-02-11,364.0,224.969,
2003-02-10,370.5,227.231,
2003-02-07,373.25,228.567,
2003-02-06,375.8,229.37,
2003-02-05,382.1,231.786,
2003-02-04,376.55,228.517,
2003-02-03,369.5,225.649,
2003-01-31,367.5,223.269,
2003-01-30,367.6,223.194,
2003-01-29,369.9,224.549,
2003-01-28,368.4,224.634,
2003-01-27,368.5,225.949,
2003-01-24,366.0,224.609,
2003-01-23,364.7,224.707,
2003-01-22,358.5,222.353,
2003-01-21,353.8,220.066,
2003-01-20,355.85,221.3,
2003-01-17,357.0,220.848,
2003-01-16,352.3,219.57,
2003-01-15,351.0,218.869,
2003-01-14,353.1,219.385,
2003-01-13,352.55,219.794,
2003-01-10,353.0,219.323,
2003-01-09,352.4,219.427,
2003-01-08,349.75,218.73,
2003-01-07,349.0,217.337,
2003-01-06,351.75,218.248,
2003-01-03,344.5,215.447,
2003-01-02,343.8,214.674,
2002-12-30,347.2,216.432,
2002-12-27,349.3,218.108,
2002-12-23,343.95,215.643,
2002-12-20,341.6,213.034,
2002-12-19,345.0,215.477,
2002-12-18,338.0,211.184,
2002-12-17,339.0,211.981,
2002-12-16,333.0,209.46,
2002-12-13,332.2,209.102,
2002-12-12,326.4,207.172,
2002-12-11,324.25,206.004,
2002-12-10,323.1,205.534,
2002-12-09,325.1,206.086,
2002-12-06,325.75,206.76,
2002-12-05,322.45,205.186,
2002-12-04,322.1,204.807,
2002-12-03,319.7,204.112,
