Date,Open,High,Low,Close,Volume,Adj Close
2009-04-16,3753.20,3804.20,3752.30,3775.70,000,3775.70
2009-04-15,3746.10,3763.30,3734.40,3747.50,000,3747.50
2009-04-14,3697.00,3775.30,3696.40,3752.90,000,3752.90
2009-04-09,3626.80,3675.20,3626.10,3671.60,000,3671.60
2009-04-08,3691.30,3691.30,3610.90,3619.50,000,3619.50
2009-04-07,3742.60,3743.10,3704.50,3706.30,000,3706.30
2009-04-06,3733.80,3763.10,3733.40,3756.60,000,3756.60
2009-04-03,3704.60,3750.10,3704.60,3735.60,000,3735.60
2009-04-02,3593.50,3703.20,3592.90,3680.20,000,3680.20
2009-04-01,3583.60,3598.70,3550.90,3579.70,000,3579.70
2009-03-31,3586.80,3622.50,3570.50,3582.10,000,3582.10
2009-03-30,3658.00,3658.90,3592.80,3604.40,000,3604.40
2009-03-27,3656.90,3706.60,3656.90,3672.30,000,3672.30
2009-03-26,3610.90,3666.30,3603.70,3646.60,000,3646.60
2009-03-25,3564.00,3626.30,3558.70,3609.30,000,3609.30
2009-03-24,3579.30,3646.20,3574.90,3580.00,000,3580.00
2009-03-23,3469.90,3550.30,3456.20,3550.30,000,3550.30
2009-03-20,3499.10,3499.20,3464.00,3465.80,000,3465.80
2009-03-19,3454.60,3500.70,3454.60,3480.20,000,3480.20
2009-03-18,3453.60,3487.50,3435.60,3446.30,000,3446.30
2009-03-17,3351.60,3451.90,3350.50,3451.90,000,3451.90
2009-03-16,3345.80,3376.40,3339.90,3348.40,000,3348.40
2009-03-13,3255.10,3353.50,3254.30,3345.20,000,3345.20
2009-03-12,3254.40,3272.70,3225.00,3235.50,000,3235.50
2009-03-11,3217.00,3265.40,3216.40,3244.40,000,3244.40
2009-03-10,3148.50,3184.50,3120.80,3184.50,000,3184.50
2009-03-09,3165.50,3177.30,3135.50,3154.50,000,3154.50
2009-03-06,3169.60,3170.80,3124.30,3145.50,000,3145.50
2009-03-05,3200.80,3218.30,3178.10,3188.50,000,3188.50
2009-03-04,3208.20,3211.20,3142.50,3166.40,000,3166.40
2009-03-03,3250.60,3250.60,3153.50,3219.20,000,3219.20
2009-03-02,3329.40,3330.40,3233.90,3250.10,000,3250.10
2009-02-27,3344.30,3364.20,3312.40,3344.50,000,3344.50
2009-02-26,3329.50,3366.70,3320.70,3345.50,000,3345.50
2009-02-25,3355.40,3382.90,3315.30,3327.50,000,3327.50
2009-02-24,3332.60,3337.00,3296.20,3331.60,000,3331.60
2009-02-23,3386.90,3386.90,3312.60,3351.20,000,3351.20
2009-02-20,3449.60,3450.60,3381.00,3402.40,000,3402.40
2009-02-19,3409.70,3473.70,3390.20,3448.90,000,3448.90
2009-02-18,3413.20,3413.20,3413.20,3413.20,000,3413.20
2009-02-17,3507.80,3538.50,3447.50,3464.30,000,3464.30
2009-02-16,3548.80,3548.80,3499.70,3516.90,000,3516.90
2009-02-13,3508.00,3559.50,3507.10,3559.10,000,3559.10
2009-02-12,3475.80,3553.70,3474.40,3514.30,000,3514.30
2009-02-11,3458.40,3474.40,3409.60,3474.40,000,3474.40
2009-02-10,3515.90,3523.80,3462.90,3488.70,000,3488.70
2009-02-09,3498.40,3528.40,3495.80,3508.60,000,3508.60
2009-02-06,3441.00,3493.20,3441.00,3469.90,000,3469.90
2009-02-05,3460.30,3460.90,3414.50,3428.60,000,3428.60
2009-02-04,3503.20,3514.20,3428.00,3437.90,000,3437.90
2009-02-03,3505.80,3578.70,3503.30,3508.70,000,3508.70
2009-02-02,3519.40,3523.20,3480.50,3497.40,000,3497.40
2009-01-30,3513.50,3548.40,3471.60,3540.70,000,3540.70
2009-01-29,3525.20,3564.10,3506.60,3526.20,000,3526.20
2009-01-28,3451.70,3505.90,3417.10,3495.50,000,3495.50
2009-01-27,3376.00,3445.80,3374.00,3444.00,000,3444.00
2009-01-23,3470.90,3471.20,3342.70,3342.70,000,3342.70
2009-01-22,3457.20,3492.20,3445.70,3486.80,000,3486.80
2009-01-21,3459.50,3459.90,3409.70,3442.80,000,3442.80
2009-01-20,3563.50,3563.50,3441.00,3476.60,000,3476.60
2009-01-19,3556.00,3602.00,3556.00,3589.30,000,3589.30
2009-01-16,3550.00,3576.70,3541.60,3550.90,000,3550.90
2009-01-15,3648.00,3649.50,3515.10,3529.50,000,3529.50
2009-01-14,3664.70,3690.80,3641.10,3687.00,000,3687.00
2009-01-13,3665.50,3665.50,3610.70,3654.60,000,3654.60
2009-01-12,3722.00,3722.00,3655.80,3683.30,000,3683.30
2009-01-09,3706.80,3741.00,3696.00,3735.70,000,3735.70
2009-01-08,3746.20,3746.70,3662.60,3694.30,000,3694.30
2009-01-07,3769.70,3817.90,3767.70,3779.70,000,3779.70
2009-01-06,3692.00,3762.20,3692.00,3742.70,000,3742.70
2009-01-05,3742.50,3768.40,3669.80,3687.00,000,3687.00
2009-01-02,3723.90,3767.50,3674.80,3713.80,000,3713.80
2008-12-31,3667.00,3729.80,3667.00,3722.30,000,3722.30
2008-12-30,3624.50,3672.50,3597.90,3654.20,000,3654.20
2008-12-29,3594.80,3657.80,3572.70,3621.10,000,3621.10
2008-12-26,3582.20,3582.20,3582.20,3582.20,000,3582.20
2008-12-24,3534.60,3599.30,3529.10,3582.20,000,3582.20
2008-12-23,3550.50,3574.40,3494.30,3531.40,000,3531.40
2008-12-22,3620.10,3627.70,3552.30,3557.40,000,3557.40
2008-12-19,3556.10,3620.50,3509.10,3615.70,000,3615.70
2008-12-18,3578.20,3581.20,3516.80,3581.20,000,3581.20
2008-12-17,3572.40,3635.80,3549.90,3570.60,000,3570.60
2008-12-16,3589.30,3589.30,3507.70,3556.20,000,3556.20
2008-12-15,3536.00,3664.40,3535.60,3591.40,000,3591.40
2008-12-12,3586.50,3586.50,3474.10,3510.40,000,3510.40
2008-12-11,3660.70,3670.80,3550.40,3598.00,000,3598.00
2008-12-10,3609.00,3653.90,3557.60,3640.70,000,3640.70
2008-12-09,3655.60,3655.60,3563.40,3604.30,000,3604.30
2008-12-08,3506.80,3647.70,3505.80,3631.60,000,3631.60
2008-12-05,3510.40,3557.70,3485.20,3489.90,000,3489.90
2008-12-04,3553.40,3610.80,3522.40,3532.40,000,3532.40
2008-12-03,3555.30,3621.90,3497.00,3533.80,000,3533.80
2008-12-02,3630.90,3630.90,3528.20,3528.20,000,3528.20
2008-12-01,3738.90,3738.90,3648.80,3681.20,000,3681.20
2008-11-28,3604.60,3742.50,3604.60,3742.50,000,3742.50
2008-11-27,3594.20,3659.40,3576.10,3588.00,000,3588.00
2008-11-26,3617.30,3621.70,3536.80,3540.00,000,3540.00
2008-11-25,3477.90,3623.40,3476.60,3623.40,000,3623.40
2008-11-24,3431.70,3441.50,3362.00,3425.10,000,3425.10
2008-11-21,3325.50,3416.50,3217.50,3416.50,000,3416.50
2008-11-20,3463.80,3463.80,3340.30,3352.90,000,3352.90
2008-11-19,3539.00,3570.80,3438.80,3499.60,000,3499.60
2008-11-18,3635.30,3664.30,3506.20,3523.20,000,3523.20
2008-11-17,3728.40,3729.20,3616.40,3653.00,000,3653.00
2008-11-14,3745.40,3858.40,3745.40,3748.10,000,3748.10
2008-11-13,3876.60,3876.60,3697.30,3697.30,000,3697.30
2008-11-12,3944.80,3966.70,3892.70,3927.30,000,3927.30
2008-11-11,4087.20,4088.80,3926.90,3960.90,000,3960.90
2008-11-10,4066.90,4159.80,4066.90,4107.80,000,4107.80
2008-11-07,4099.20,4100.20,3963.80,4051.30,000,4051.30
2008-11-06,4281.70,4283.10,4144.90,4149.70,000,4149.70
2008-11-05,4253.80,4340.50,4250.50,4336.60,000,4336.60
2008-11-04,4198.20,4226.80,4135.90,4215.10,000,4215.10
2008-11-03,4041.60,4221.50,4018.00,4221.50,000,4221.50
2008-10-31,3992.60,4018.00,3938.20,4018.00,000,4018.00
2008-10-30,3869.50,4022.40,3868.10,4001.10,000,4001.10
2008-10-29,3835.30,3976.20,3817.40,3845.60,000,3845.60
2008-10-28,3801.40,3805.00,3724.80,3794.60,000,3794.60
2008-10-27,3874.50,3874.50,3761.10,3809.20,000,3809.20
2008-10-24,3970.70,4029.20,3830.00,3869.40,000,3869.40
2008-10-23,4087.50,4087.50,3973.20,3974.40,000,3974.40
2008-10-22,4269.50,4269.50,4156.10,4156.10,000,4156.10
2008-10-21,4184.50,4302.50,4183.70,4302.50,000,4302.50
2008-10-20,3994.20,4142.30,3994.20,4142.30,000,4142.30
2008-10-17,4039.50,4150.40,3963.20,3970.80,000,3970.80
2008-10-16,4225.10,4225.10,3995.20,4013.40,000,4013.40
2008-10-15,4329.50,4330.80,4265.40,4300.00,000,4300.00
2008-10-14,4248.10,4442.40,4247.80,4335.20,000,4335.20
2008-10-13,3990.80,4202.30,3990.80,4180.70,000,4180.70
2008-10-10,4275.00,4275.00,3960.70,3960.70,000,3960.70
2008-10-09,4391.00,4393.80,4269.90,4320.90,000,4320.90
2008-10-08,4563.20,4563.60,4381.80,4388.10,000,4388.10
2008-10-07,4504.30,4652.90,4391.90,4618.70,000,4618.70
2008-10-06,4690.80,4690.80,4515.00,4540.40,000,4540.40
2008-10-03,4717.40,4718.00,4633.20,4695.40,000,4695.40
2008-10-02,4795.70,4832.50,4757.30,4761.10,000,4761.10
2008-10-01,4636.30,4794.60,4636.30,4794.60,000,4794.60
2008-09-30,4715.00,4716.30,4540.70,4600.50,000,4600.50
2008-09-29,4903.90,4956.60,4782.90,4807.40,000,4807.40
2008-09-26,4935.90,4990.50,4837.90,4904.80,000,4904.80
2008-09-25,4954.20,4983.00,4925.30,4927.40,000,4927.40
2008-09-24,4917.30,4987.50,4916.10,4981.90,000,4981.90
2008-09-23,4987.40,4987.40,4882.10,4923.50,000,4923.50
2008-09-22,4923.90,5020.50,4916.50,5020.50,000,5020.50
2008-09-19,4637.30,4828.30,4637.30,4804.10,000,4804.10
2008-09-18,4668.80,4670.10,4527.40,4607.30,000,4607.30
2008-09-17,4759.60,4822.40,4700.60,4722.20,000,4722.20
2008-09-16,4778.20,4781.40,4685.50,4750.80,000,4750.80
2008-09-15,4904.00,4905.10,4770.90,4817.70,000,4817.70
2008-09-12,4834.20,4903.80,4828.40,4903.80,000,4903.80
2008-09-11,4916.60,4917.60,4811.40,4814.30,000,4814.30
2008-09-10,4927.70,4929.20,4848.00,4905.50,000,4905.50
2008-09-09,5049.80,5050.10,4963.70,4980.10,000,4980.10
2008-09-08,4877.70,5081.70,4877.10,5067.50,000,5067.50
2008-09-05,4947.60,4948.00,4837.60,4877.10,000,4877.10
2008-09-04,5051.20,5081.50,4952.30,4979.50,000,4979.50
2008-09-03,5102.90,5144.30,5033.80,5060.00,000,5060.00
2008-09-02,5096.50,5177.20,5096.50,5116.00,000,5116.00
2008-09-01,5128.70,5129.40,5093.40,5118.30,000,5118.30
2008-08-29,5073.90,5146.30,5068.60,5135.60,000,5135.60
2008-08-28,5022.10,5087.70,5021.60,5066.50,000,5066.50
2008-08-27,5012.60,5038.30,4968.50,5011.20,000,5011.20
2008-08-26,4995.40,5007.50,4895.00,5007.50,000,5007.50
2008-08-25,4941.80,5036.60,4938.90,5014.90,000,5014.90
2008-08-22,4893.00,4936.60,4891.80,4931.40,000,4931.40
2008-08-21,4944.20,4944.50,4868.20,4875.20,000,4875.20
2008-08-20,4878.20,4931.50,4875.40,4929.50,000,4929.50
2008-08-19,4963.70,4964.50,4866.40,4866.40,000,4866.40
2008-08-18,4979.70,5031.60,4934.10,4985.00,000,4985.00
2008-08-15,4972.80,4999.50,4950.30,4981.70,000,4981.70
2008-08-14,4974.00,5064.40,4968.20,4981.10,000,4981.10
2008-08-13,5034.10,5035.10,4931.70,4951.60,000,4951.60
2008-08-12,5021.00,5072.90,5008.70,5053.60,000,5053.60
2008-08-11,4993.90,5055.10,4992.80,5026.10,000,5026.10
2008-08-08,4968.80,4992.60,4911.00,4986.20,000,4986.20
2008-08-07,4978.00,5004.90,4940.40,4983.30,000,4983.30
2008-08-06,4847.30,4978.30,4847.30,4969.10,000,4969.10
2008-08-05,4848.20,4851.30,4758.50,4820.40,000,4820.40
2008-08-04,4883.10,4936.40,4882.70,4887.70,000,4887.70
2008-08-01,4971.70,4971.70,4869.40,4904.00,000,4904.00
2008-07-31,4959.50,5015.20,4959.30,4977.40,000,4977.40
2008-07-30,4870.60,4958.40,4843.20,4936.70,000,4936.70
2008-07-29,4912.80,4916.80,4819.40,4847.40,000,4847.40
2008-07-28,4960.00,4965.70,4885.80,4922.10,000,4922.10
2008-07-25,5097.70,5101.50,4939.80,4970.50,000,4970.50
2008-07-24,5097.40,5158.30,5094.20,5144.10,000,5144.10
2008-07-23,5014.00,5156.10,5003.90,5105.30,000,5105.30
2008-07-22,5007.40,5007.40,4947.80,5005.60,000,5005.60
2008-07-21,4865.30,5011.80,4860.20,5011.80,000,5011.80
2008-07-18,4891.10,4905.40,4825.80,4840.40,000,4840.40
2008-07-17,4872.60,4932.60,4862.10,4901.00,000,4901.00
2008-07-16,4794.00,4885.80,4787.50,4870.60,000,4870.60
2008-07-15,4919.00,4919.00,4795.80,4815.70,000,4815.70
2008-07-14,4970.20,4975.90,4910.00,4921.00,000,4921.00
2008-07-11,4955.90,4990.60,4931.40,4979.90,000,4979.90
2008-07-10,4985.00,4986.70,4916.90,4937.40,000,4937.40
2008-07-09,4952.40,5042.20,4952.40,5011.90,000,5011.90
2008-07-08,5002.60,5030.80,4931.50,4932.90,000,4932.90
2008-07-07,5069.00,5071.70,4975.40,5002.50,000,5002.50
2008-07-04,5005.70,5082.10,5005.70,5082.10,000,5082.10
2008-07-03,5047.20,5047.20,4969.10,4998.30,000,4998.30
2008-07-02,5122.40,5125.70,5060.60,5094.80,000,5094.80
2008-07-01,5230.10,5231.90,5138.90,5138.90,000,5138.90
2008-06-30,5254.10,5305.90,5212.00,5215.30,000,5215.30
2008-06-27,5258.40,5261.00,5144.70,5237.00,000,5237.00
2008-06-26,5244.90,5334.10,5244.20,5307.00,000,5307.00
2008-06-25,5265.80,5282.90,5215.00,5237.80,000,5237.80
2008-06-24,5287.20,5295.30,5241.60,5290.00,000,5290.00
2008-06-23,5265.40,5293.60,5211.60,5283.70,000,5283.70
2008-06-20,5372.50,5374.90,5276.20,5288.30,000,5288.30
2008-06-19,5432.10,5432.50,5366.60,5366.60,000,5366.60
2008-06-18,5418.90,5444.20,5385.20,5443.20,000,5443.20
2008-06-17,5384.50,5422.70,5310.10,5422.70,000,5422.70
2008-06-16,5390.60,5405.50,5357.30,5371.70,000,5371.70
2008-06-13,5349.80,5378.10,5290.00,5378.10,000,5378.10
2008-06-12,5451.60,5451.60,5326.00,5329.20,000,5329.20
2008-06-11,5434.90,5467.40,5398.00,5467.30,000,5467.30
2008-06-10,5573.40,5573.40,5437.50,5437.50,000,5437.50
2008-06-06,5562.30,5619.30,5562.30,5592.10,000,5592.10
2008-06-05,5569.60,5576.20,5514.30,5530.10,000,5530.10
2008-06-04,5569.60,5620.20,5558.70,5584.50,000,5584.50
2008-06-03,5644.50,5651.90,5568.90,5574.20,000,5574.20
2008-06-02,5671.90,5681.50,5595.50,5662.30,000,5662.30
2008-05-30,5692.10,5692.10,5641.10,5654.70,000,5654.70
2008-05-29,5662.40,5715.70,5656.90,5709.40,000,5709.40
2008-05-28,5708.30,5720.40,5628.50,5648.10,000,5648.10
2008-05-27,5705.60,5736.00,5705.60,5714.40,000,5714.40
2008-05-26,5746.10,5749.90,5699.50,5707.00,000,5707.00
