,Date,symbol,Negative,Positive,CloseClass
135,2000-06-13,PG,0.0,1.0,Gain
161,2000-07-14,PG,0.0,1.0,Gain
219,2000-09-28,PG,0.0,1.0,Gain
229,2000-10-05,PG,0.0,1.0,Gain
281,2000-11-30,PG,0.0,0.0,Loss
294,2000-12-15,PG,0.0,0.0,Loss
335,2001-02-02,PG,0.0,1.0,Loss
350,2001-03-05,PG,0.0,1.0,Gain
409,2001-05-01,PG,0.0,1.0,Gain
424,2001-05-21,PG,1.0,0.0,Loss
435,2001-06-06,PG,0.0,1.0,Gain
479,2001-08-08,PG,1.0,0.0,Loss
516,2001-09-24,PG,0.0,1.0,Gain
557,2001-10-30,PG,0.0,1.0,Gain
598,2001-12-12,PG,0.0,2.0,Gain
640,2002-01-31,PG,0.0,2.0,Gain
660,2002-02-28,PG,0.0,1.0,Loss
726,2002-04-26,PG,0.0,1.0,Gain
738,2002-05-21,PG,1.0,0.0,Loss
752,2002-06-12,PG,0.0,1.0,Gain
788,2002-07-22,PG,0.0,1.0,Gain
838,2002-09-27,PG,0.0,1.0,Loss
905,2002-12-05,PG,0.0,1.0,Loss
1006,2003-05-13,PG,0.0,1.0,Loss
1097,2003-09-12,PG,0.0,0.0,Gain
1116,2003-10-08,PG,0.0,0.0,Loss
1148,2003-12-03,PG,0.0,0.0,Loss
1231,2004-04-14,PG,1.0,0.0,Loss
1242,2004-05-03,PG,1.0,0.0,Gain
1345,2004-11-08,PG,0.0,0.0,Loss
1377,2004-12-15,PG,0.0,1.0,Loss
1388,2005-01-12,PG,1.0,0.0,Gain
1399,2005-01-24,PG,1.0,0.0,Loss
1402,2005-01-28,PG,0.0,1.0,Loss
1417,2005-02-23,PG,0.0,1.0,Gain
1441,2005-04-05,PG,0.0,1.0,Gain
1486,2005-07-11,PG,0.0,1.0,Gain
1504,2005-08-17,PG,0.0,0.0,Loss
1536,2005-10-04,PG,1.0,0.0,Loss
1543,2005-10-14,PG,0.0,0.0,Loss
1592,2005-12-21,PG,0.0,0.0,Gain
1682,2006-06-19,PG,0.0,1.0,Loss
1691,2006-07-13,PG,0.0,1.0,Loss
1725,2006-09-07,PG,0.0,1.0,Gain
1776,2006-11-20,PG,0.0,1.0,Loss
1799,2007-01-17,PG,0.0,1.0,Gain
1827,2007-03-15,PG,0.0,1.0,Gain
1829,2007-03-22,PG,0.0,1.0,Gain
1859,2007-05-08,PG,0.0,1.0,Loss
1869,2007-06-07,PG,1.0,0.0,Loss
1906,2007-08-28,PG,0.0,1.0,Loss
1919,2007-10-08,PG,1.0,0.0,Loss
1937,2007-10-25,PG,0.0,1.0,Loss
1956,2007-11-29,PG,0.0,0.0,Gain
2039,2008-04-17,PG,1.0,0.0,Loss
2079,2008-07-16,PG,1.0,0.0,Loss
2121,2008-10-16,PG,0.0,1.0,Gain
2174,2009-01-15,PG,1.0,0.0,Loss
2185,2009-02-02,PG,1.0,0.0,Loss
2250,2009-04-20,PG,0.0,1.0,Loss
2252,2009-04-22,PG,0.0,0.0,Loss
2267,2009-05-20,PG,0.0,1.0,Gain
2322,2009-09-18,PG,0.0,1.0,Gain
2329,2009-09-25,PG,0.0,1.0,Gain
2381,2010-01-11,PG,1.0,0.0,Loss
2401,2010-02-12,PG,0.0,1.0,Loss
2443,2010-06-03,PG,0.0,1.0,Gain
2451,2010-07-01,PG,1.0,0.0,Loss
2460,2010-08-09,PG,0.0,1.0,Gain
2525,2011-04-29,PG,0.0,1.0,Gain
2545,2011-09-20,PG,0.0,1.0,Gain
2579,2012-01-23,PG,1.0,0.0,Loss
2581,2012-01-30,PG,1.0,0.0,Loss
2609,2012-04-30,PG,1.0,0.0,Loss
2620,2012-06-20,PG,1.0,0.0,Loss
2624,2012-06-27,PG,1.0,0.0,Gain
2701,2013-04-25,PG,1.0,0.0,Loss
2709,2013-05-24,PG,1.0,1.0,Gain
2745,2013-11-26,PG,0.0,0.0,Loss
2766,2014-01-31,PG,0.0,1.0,Loss
2771,2014-03-04,PG,0.0,0.0,Gain
1520,2005-09-15,T,0.0,1.0,Gain
1526,2005-09-21,T,0.0,1.0,Loss
1547,2005-10-19,T,0.0,1.0,Gain
1550,2005-10-21,T,0.0,1.0,Gain
1551,2005-10-24,T,0.0,1.0,Gain
1567,2005-11-18,T,0.0,1.0,Gain
1608,2006-01-12,T,0.0,1.0,Loss
1634,2006-02-21,T,1.0,0.0,Loss
1646,2006-03-06,T,1.0,0.0,Loss
1649,2006-03-08,T,0.0,1.0,Gain
1660,2006-05-05,T,0.0,1.0,Gain
1664,2006-05-16,T,0.0,1.0,Loss
1670,2006-06-01,T,0.0,1.0,Gain
1687,2006-07-05,T,0.0,1.0,Loss
1696,2006-07-18,T,0.0,1.0,Gain
1703,2006-07-26,T,1.0,1.0,Gain
1705,2006-07-27,T,0.0,1.0,Gain
1715,2006-08-10,T,0.0,2.0,Loss
1747,2006-10-09,T,0.0,1.0,Gain
1758,2006-10-19,T,0.0,1.0,Gain
1792,2007-01-05,T,1.0,0.0,Loss
1823,2007-03-02,T,0.0,1.0,Loss
1825,2007-03-08,T,0.0,1.0,Gain
1841,2007-04-16,T,0.0,1.0,Gain
1861,2007-05-16,T,0.0,1.0,Gain
1883,2007-07-12,T,0.0,1.0,Gain
1929,2007-10-18,T,0.0,0.0,Loss
1987,2008-01-25,T,1.0,0.0,Loss
2010,2008-02-20,T,2.0,0.0,Loss
2057,2008-06-16,T,1.0,0.0,Loss
2063,2008-06-25,T,0.0,1.0,Gain
2088,2008-07-24,T,1.0,0.0,Loss
2116,2008-10-08,T,1.0,0.0,Loss
2165,2009-01-05,T,1.0,0.0,Loss
2205,2009-03-05,T,0.0,1.0,Loss
2254,2009-04-24,T,0.0,1.0,Loss
2276,2009-06-16,T,1.0,0.0,Loss
2277,2009-06-18,T,1.0,0.0,Loss
2347,2009-10-23,T,0.0,0.0,Loss
2369,2009-12-17,T,0.0,0.0,Loss
2406,2010-03-02,T,1.0,0.0,Loss
2414,2010-03-19,T,0.0,1.0,Gain
2457,2010-07-26,T,0.0,1.0,Gain
2462,2010-08-11,T,1.0,0.0,Loss
2504,2011-01-28,T,1.0,0.0,Loss
2517,2011-03-21,T,0.0,1.0,Gain
2518,2011-03-28,T,0.0,1.0,Gain
2532,2011-06-24,T,0.0,0.0,Loss
2597,2012-03-27,T,0.0,0.0,Loss
2599,2012-03-29,T,1.0,0.0,Loss
2638,2012-09-13,T,1.0,0.0,Gain
2640,2012-09-14,T,1.0,0.0,Loss
2658,2012-11-15,T,0.0,0.0,Loss
2700,2013-04-24,T,1.0,0.0,Loss
2707,2013-05-17,T,0.0,0.0,Gain
2712,2013-06-10,T,0.0,1.0,Gain
1922,2007-10-10,TRV,0.0,1.0,Gain
1948,2007-11-16,TRV,0.0,1.0,Loss
1963,2007-12-13,TRV,0.0,0.0,Gain
1997,2008-01-30,TRV,0.0,1.0,Gain
2107,2008-09-16,TRV,0.0,1.0,Gain
2167,2009-01-06,TRV,1.0,0.0,Loss
2188,2009-02-05,TRV,0.0,1.0,Loss
2225,2009-03-30,TRV,0.0,1.0,Loss
2340,2009-10-15,TRV,1.0,0.0,Loss
2346,2009-10-21,TRV,0.0,1.0,Loss
2409,2010-03-09,TRV,0.0,1.0,Loss
2456,2010-07-23,TRV,1.0,0.0,Gain
2482,2010-10-26,TRV,1.0,0.0,Loss
2505,2011-01-28,TRV,0.0,1.0,Loss
2616,2012-05-23,TRV,0.0,0.0,Gain
2669,2012-12-17,TRV,0.0,1.0,Gain
2727,2013-09-19,TRV,0.0,1.0,Gain
2763,2014-01-22,TRV,1.0,0.0,Loss
2824,2014-12-11,TRV,1.0,0.0,Gain
2827,2015-01-06,TRV,1.0,0.0,Loss
38,2000-02-10,UNH,0.0,1.0,Gain
85,2000-04-13,UNH,1.0,0.0,Loss
114,2000-05-05,UNH,0.0,1.0,Gain
122,2000-05-16,UNH,0.0,1.0,Gain
152,2000-07-06,UNH,1.0,0.0,Loss
154,2000-07-07,UNH,1.0,0.0,Gain
165,2000-07-18,UNH,1.0,0.0,Loss
190,2000-08-29,UNH,0.0,1.0,Gain
200,2000-09-08,UNH,0.0,1.0,Loss
228,2000-10-04,UNH,1.0,0.0,Loss
239,2000-10-13,UNH,0.0,0.0,Gain
252,2000-10-27,UNH,0.0,1.0,Gain
255,2000-10-31,UNH,0.0,0.0,Loss
270,2000-11-20,UNH,1.0,0.0,Loss
387,2001-04-04,UNH,0.0,1.0,Gain
535,2001-10-09,UNH,0.0,1.0,Neutral
581,2001-11-26,UNH,1.0,0.0,Gain
605,2001-12-19,UNH,0.0,1.0,Loss
711,2002-04-17,UNH,0.0,1.0,Gain
733,2002-05-08,UNH,0.0,1.0,Gain
831,2002-09-17,UNH,0.0,1.0,Loss
851,2002-10-11,UNH,0.0,1.0,Gain
854,2002-10-16,UNH,1.0,0.0,Gain
879,2002-11-11,UNH,0.0,1.0,Gain
891,2002-11-22,UNH,0.0,1.0,Loss
897,2002-11-25,UNH,1.0,0.0,Loss
916,2002-12-20,UNH,0.0,1.0,Loss
983,2003-04-16,UNH,1.0,1.0,Loss
1038,2003-06-20,UNH,0.0,0.0,Gain
1061,2003-07-17,UNH,0.0,1.0,Gain
1112,2003-10-01,UNH,0.0,1.0,Gain
1119,2003-10-15,UNH,0.0,1.0,Loss
1232,2004-04-14,UNH,0.0,1.0,Loss
1263,2004-06-08,UNH,1.0,0.0,Loss
1334,2004-10-19,UNH,1.0,0.0,Loss
1365,2004-12-06,UNH,1.0,0.0,Loss
1394,2005-01-20,UNH,0.0,1.0,Loss
1435,2005-03-29,UNH,0.0,1.0,Loss
1449,2005-04-15,UNH,1.0,0.0,Loss
1576,2005-12-01,UNH,0.0,1.0,Gain
1600,2006-01-06,UNH,0.0,1.0,Gain
1697,2006-07-18,UNH,0.0,1.0,Gain
1716,2006-08-10,UNH,1.0,0.0,Loss
1769,2006-11-07,UNH,0.0,1.0,Gain
1832,2007-03-29,UNH,1.0,0.0,Loss
1849,2007-04-23,UNH,0.0,0.0,Gain
1858,2007-05-07,UNH,0.0,0.0,Loss
1884,2007-07-16,UNH,0.0,1.0,Loss
1931,2007-10-19,UNH,1.0,0.0,Loss
1943,2007-11-07,UNH,0.0,1.0,Gain
1957,2007-11-30,UNH,0.0,0.0,Gain
1967,2008-01-02,UNH,1.0,0.0,Loss
1971,2008-01-07,UNH,1.0,0.0,Gain
2009,2008-02-19,UNH,0.0,1.0,Gain
2026,2008-03-25,UNH,1.0,0.0,Loss
2069,2008-07-03,UNH,1.0,0.0,Loss
2096,2008-08-21,UNH,0.0,1.0,Gain
2168,2009-01-07,UNH,0.0,1.0,Loss
2275,2009-06-11,UNH,1.0,0.0,Loss
2295,2009-07-27,UNH,0.0,1.0,Gain
2373,2009-12-29,UNH,1.0,0.0,Loss
2376,2010-01-04,UNH,0.0,1.0,Gain
2418,2010-03-23,UNH,0.0,0.0,Loss
2429,2010-04-20,UNH,0.0,0.0,Loss
2488,2010-11-15,UNH,1.0,0.0,Loss
2499,2011-01-13,UNH,0.0,1.0,Gain
2513,2011-03-03,UNH,0.0,1.0,Gain
2520,2011-03-31,UNH,0.0,1.0,Loss
2621,2012-06-20,UNH,0.0,1.0,Loss
2686,2013-02-21,UNH,0.0,1.0,Gain
2695,2013-04-05,UNH,0.0,1.0,Gain
2715,2013-06-17,UNH,1.0,0.0,Gain
2736,2013-11-05,UNH,1.0,0.0,Loss
2740,2013-11-13,UNH,0.0,1.0,Gain
2756,2014-01-07,UNH,0.0,1.0,Gain
2762,2014-01-21,UNH,1.0,0.0,Gain
39,2000-02-15,UTX,0.0,1.0,Gain
41,2000-02-17,UTX,0.0,1.0,Loss
137,2000-06-14,UTX,0.0,1.0,Gain
199,2000-09-07,UTX,0.0,1.0,Loss
389,2001-04-10,UTX,1.0,0.0,Loss
458,2001-07-02,UTX,1.0,0.0,Loss
476,2001-08-01,UTX,0.0,1.0,Loss
502,2001-09-18,UTX,1.0,0.0,Loss
505,2001-09-19,UTX,0.0,1.0,Loss
509,2001-09-20,UTX,1.0,0.0,Loss
542,2001-10-16,UTX,1.0,0.0,Gain
549,2001-10-17,UTX,3.0,0.0,Loss
572,2001-11-15,UTX,1.0,0.0,Loss
590,2001-12-07,UTX,0.0,0.0,Loss
602,2001-12-14,UTX,0.0,1.0,Gain
617,2002-01-14,UTX,1.0,0.0,Loss
643,2002-02-04,UTX,1.0,0.0,Loss
647,2002-02-12,UTX,0.0,1.0,Loss
665,2002-03-05,UTX,1.0,0.0,Loss
712,2002-04-17,UTX,1.0,0.0,Loss
757,2002-06-21,UTX,1.0,0.0,Loss
929,2003-01-17,UTX,0.0,1.0,Loss
964,2003-03-25,UTX,0.0,1.0,Gain
1022,2003-06-03,UTX,0.0,1.0,Neutral
1155,2003-12-12,UTX,0.0,1.0,Gain
1162,2003-12-23,UTX,0.0,1.0,Loss
1182,2004-01-27,UTX,0.0,1.0,Gain
1214,2004-03-15,UTX,0.0,1.0,Gain
1218,2004-03-19,UTX,1.0,0.0,Loss
1227,2004-04-07,UTX,0.0,1.0,Gain
1241,2004-04-29,UTX,0.0,0.0,Loss
1254,2004-05-21,UTX,0.0,1.0,Loss
1273,2004-06-23,UTX,1.0,0.0,Gain
1294,2004-07-26,UTX,0.0,1.0,Gain
1325,2004-09-22,UTX,0.0,1.0,Loss
1385,2005-01-10,UTX,0.0,1.0,Loss
1437,2005-03-31,UTX,0.0,0.0,Loss
1503,2005-08-12,UTX,0.0,1.0,Gain
1518,2005-09-13,UTX,0.0,1.0,Gain
1523,2005-09-20,UTX,0.0,1.0,Gain
1583,2005-12-12,UTX,0.0,1.0,Gain
1587,2005-12-16,UTX,0.0,1.0,Gain
1604,2006-01-10,UTX,1.0,0.0,Gain
1830,2007-03-26,UTX,0.0,1.0,Loss
1851,2007-04-24,UTX,0.0,1.0,Loss
1911,2007-09-14,UTX,0.0,1.0,Gain
1923,2007-10-11,UTX,1.0,0.0,Loss
1962,2007-12-11,UTX,0.0,0.0,Loss
2100,2008-09-03,UTX,0.0,1.0,Gain
2151,2008-12-08,UTX,1.0,0.0,Loss
2178,2009-01-23,UTX,1.0,0.0,Loss
2325,2009-09-23,UTX,0.0,1.0,Loss
2467,2010-09-08,UTX,0.0,1.0,Gain
2475,2010-09-27,UTX,1.0,0.0,Loss
2478,2010-10-20,UTX,1.0,0.0,Gain
2507,2011-02-07,UTX,0.0,1.0,Gain
2571,2011-12-29,UTX,1.0,0.0,Gain
2607,2012-04-25,UTX,0.0,1.0,Loss
2648,2012-09-28,UTX,1.0,0.0,Loss
2801,2014-09-17,UTX,0.0,0.0,Loss
2025,2008-03-20,V,0.0,1.0,Gain
2034,2008-04-11,V,0.0,1.0,Neutral
2037,2008-04-14,V,0.0,3.0,Loss
2046,2008-04-28,V,0.0,4.0,Gain
2047,2008-05-01,V,0.0,0.0,Gain
2048,2008-05-08,V,0.0,0.0,Loss
2060,2008-06-24,V,1.0,0.0,Gain
2090,2008-07-29,V,0.0,1.0,Gain
2097,2008-08-26,V,0.0,1.0,Gain
2118,2008-10-14,V,0.0,1.0,Loss
2158,2008-12-10,V,1.0,0.0,Loss
2175,2009-01-16,V,1.0,0.0,Loss
2179,2009-01-23,V,0.0,0.0,Gain
2197,2009-02-20,V,0.0,0.0,Gain
2209,2009-03-12,V,0.0,1.0,Gain
2244,2009-04-15,V,0.0,1.0,Gain
2297,2009-07-30,V,1.0,0.0,Gain
2312,2009-08-25,V,0.0,1.0,Gain
2339,2009-10-12,V,0.0,1.0,Gain
2357,2009-11-06,V,0.0,1.0,Gain
2363,2009-12-04,V,0.0,1.0,Gain
2367,2009-12-14,V,0.0,1.0,Gain
2372,2009-12-21,V,0.0,1.0,Loss
2395,2010-02-02,V,0.0,1.0,Gain
2428,2010-04-16,V,0.0,1.0,Loss
2436,2010-05-14,V,1.0,0.0,Loss
2442,2010-06-01,V,0.0,1.0,Loss
2493,2010-12-17,V,0.0,0.0,Loss
2549,2011-10-07,V,0.0,1.0,Loss
2561,2011-10-27,V,1.0,0.0,Gain
2590,2012-03-01,V,0.0,0.0,Gain
2627,2012-07-09,V,1.0,0.0,Loss
2681,2013-01-18,V,1.0,0.0,Loss
2687,2013-02-21,V,0.0,1.0,Gain
2689,2013-03-01,V,1.0,0.0,Loss
2778,2014-04-14,V,0.0,2.0,Gain
2810,2014-10-30,V,0.0,1.0,Gain
2811,2014-10-31,V,0.0,1.0,Gain
2813,2014-11-12,V,0.0,0.0,Gain
2833,2015-01-30,V,1.0,0.0,Gain
149,2000-07-05,VZ,0.0,1.0,Loss
169,2000-07-19,VZ,1.0,0.0,Loss
173,2000-07-21,VZ,0.0,1.0,Gain
184,2000-08-09,VZ,1.0,2.0,Loss
256,2000-10-31,VZ,1.0,0.0,Gain
322,2001-01-19,VZ,0.0,1.0,Loss
336,2001-02-02,VZ,1.0,0.0,Loss
363,2001-03-15,VZ,0.0,1.0,Gain
391,2001-04-12,VZ,0.0,0.0,Gain
407,2001-04-25,VZ,1.0,0.0,Gain
431,2001-05-24,VZ,0.0,1.0,Gain
490,2001-09-05,VZ,0.0,1.0,Loss
498,2001-09-17,VZ,0.0,1.0,Loss
519,2001-09-25,VZ,0.0,1.0,Gain
543,2001-10-16,VZ,0.0,1.0,Loss
560,2001-11-05,VZ,1.0,0.0,Loss
576,2001-11-16,VZ,0.0,0.0,Loss
594,2001-12-11,VZ,0.0,1.0,Loss
606,2001-12-19,VZ,0.0,0.0,Gain
608,2001-12-21,VZ,0.0,0.0,Loss
612,2002-01-04,VZ,0.0,1.0,Gain
700,2002-04-09,VZ,1.0,0.0,Loss
703,2002-04-11,VZ,1.0,0.0,Loss
721,2002-04-24,VZ,1.0,0.0,Gain
780,2002-07-17,VZ,1.0,0.0,Gain
789,2002-07-22,VZ,1.0,0.0,Loss
791,2002-07-23,VZ,1.0,0.0,Loss
800,2002-08-01,VZ,0.0,2.0,Loss
810,2002-08-20,VZ,1.0,0.0,Loss
839,2002-10-01,VZ,0.0,0.0,Gain
843,2002-10-08,VZ,0.0,1.0,Loss
858,2002-10-17,VZ,0.0,1.0,Gain
864,2002-10-23,VZ,2.0,0.0,Loss
871,2002-11-01,VZ,1.0,0.0,Gain
872,2002-11-04,VZ,1.0,0.0,Gain
876,2002-11-06,VZ,1.0,0.0,Loss
880,2002-11-11,VZ,0.0,0.0,Loss
888,2002-11-21,VZ,0.0,1.0,Gain
892,2002-11-22,VZ,1.0,0.0,Loss
920,2003-01-07,VZ,1.0,0.0,Loss
922,2003-01-08,VZ,3.0,0.0,Loss
926,2003-01-14,VZ,0.0,0.0,Gain
932,2003-01-24,VZ,0.0,2.0,Loss
933,2003-01-27,VZ,0.0,1.0,Gain
936,2003-01-28,VZ,0.0,1.0,Gain
938,2003-01-29,VZ,0.0,2.0,Gain
940,2003-01-30,VZ,0.0,1.0,Loss
947,2003-02-14,VZ,0.0,0.0,Gain
952,2003-02-21,VZ,0.0,1.0,Gain
971,2003-04-03,VZ,1.0,0.0,Loss
985,2003-04-17,VZ,0.0,0.0,Gain
989,2003-04-23,VZ,0.0,1.0,Gain
995,2003-05-02,VZ,0.0,0.0,Gain
1034,2003-06-13,VZ,1.0,1.0,Loss
1044,2003-07-01,VZ,0.0,1.0,Gain
1055,2003-07-14,VZ,1.0,0.0,Loss
1106,2003-09-24,VZ,1.0,0.0,Loss
1121,2003-10-21,VZ,0.0,1.0,Loss
1122,2003-10-22,VZ,0.0,1.0,Gain
1132,2003-11-07,VZ,0.0,0.0,Loss
1156,2003-12-16,VZ,0.0,1.0,Gain
1200,2004-02-24,VZ,0.0,1.0,Gain
1206,2004-03-03,VZ,0.0,1.0,Loss
1265,2004-06-14,VZ,0.0,1.0,Loss
1292,2004-07-23,VZ,0.0,1.0,Gain
1296,2004-07-28,VZ,0.0,1.0,Gain
1310,2004-08-31,VZ,0.0,1.0,Gain
1319,2004-09-15,VZ,1.0,0.0,Loss
1337,2004-10-28,VZ,0.0,1.0,Loss
1389,2005-01-12,VZ,1.0,0.0,Loss
1391,2005-01-13,VZ,2.0,0.0,Loss
1393,2005-01-19,VZ,1.0,0.0,Loss
1395,2005-01-20,VZ,1.0,0.0,Loss
1396,2005-01-21,VZ,0.0,1.0,Gain
1423,2005-03-03,VZ,1.0,0.0,Loss
1461,2005-05-04,VZ,1.0,0.0,Gain
1508,2005-08-24,VZ,0.0,1.0,Loss
1605,2006-01-10,VZ,0.0,1.0,Gain
1635,2006-02-21,VZ,0.0,1.0,Loss
1661,2006-05-05,VZ,0.0,0.0,Gain
1698,2006-07-18,VZ,1.0,0.0,Neutral
1717,2006-08-10,VZ,0.0,1.0,Gain
1718,2006-08-15,VZ,1.0,0.0,Gain
1740,2006-09-26,VZ,1.0,0.0,Gain
1743,2006-10-04,VZ,1.0,0.0,Gain
1748,2006-10-09,VZ,1.0,0.0,Loss
1759,2006-10-19,VZ,0.0,1.0,Gain
1765,2006-10-31,VZ,1.0,0.0,Loss
1771,2006-11-08,VZ,1.0,0.0,Loss
1777,2006-11-21,VZ,0.0,1.0,Gain
1778,2006-11-29,VZ,0.0,1.0,Gain
1856,2007-05-01,VZ,0.0,1.0,Gain
1863,2007-05-18,VZ,0.0,1.0,Gain
1895,2007-07-31,VZ,0.0,1.0,Gain
1930,2007-10-18,VZ,0.0,0.0,Loss
1974,2008-01-11,VZ,0.0,1.0,Loss
2011,2008-02-20,VZ,1.0,0.0,Loss
2058,2008-06-16,VZ,1.0,0.0,Loss
2166,2009-01-05,VZ,1.0,0.0,Loss
2200,2009-02-27,VZ,0.0,1.0,Gain
2255,2009-04-24,VZ,0.0,1.0,Neutral
2278,2009-06-18,VZ,0.0,1.0,Gain
2320,2009-09-16,VZ,1.0,0.0,Loss
2348,2009-10-23,VZ,0.0,1.0,Loss
2352,2009-10-27,VZ,0.0,1.0,Gain
2370,2009-12-17,VZ,0.0,1.0,Gain
2391,2010-01-27,VZ,1.0,0.0,Loss
2394,2010-01-28,VZ,1.0,0.0,Loss
2399,2010-02-09,VZ,0.0,1.0,Gain
2415,2010-03-19,VZ,0.0,1.0,Gain
2452,2010-07-01,VZ,1.0,0.0,Gain
2477,2010-10-12,VZ,0.0,1.0,Loss
2498,2011-01-12,VZ,1.0,0.0,Gain
2519,2011-03-28,VZ,0.0,1.0,Gain
2598,2012-03-27,VZ,0.0,0.0,Loss
2600,2012-03-29,VZ,1.0,0.0,Loss
2641,2012-09-14,VZ,1.0,0.0,Loss
2659,2012-11-15,VZ,0.0,1.0,Loss
2679,2013-01-14,VZ,1.0,0.0,Loss
2682,2013-01-23,VZ,0.0,1.0,Loss
2708,2013-05-17,VZ,0.0,1.0,Gain
2725,2013-09-04,VZ,0.0,1.0,Gain
2733,2013-10-18,VZ,0.0,1.0,Gain
2764,2014-01-22,VZ,1.0,0.0,Loss
2795,2014-07-24,VZ,0.0,1.0,Gain
2822,2014-12-09,VZ,1.0,0.0,Loss
2829,2015-01-21,VZ,1.0,0.0,Gain
23,2000-01-21,WMT,0.0,0.0,Loss
47,2000-03-02,WMT,0.0,1.0,Gain
111,2000-05-03,WMT,1.0,0.0,Loss
116,2000-05-08,WMT,1.0,0.0,Gain
146,2000-06-27,WMT,0.0,0.0,Gain
156,2000-07-10,WMT,0.0,1.0,Loss
179,2000-07-28,WMT,0.0,0.0,Loss
186,2000-08-15,WMT,1.0,0.0,Loss
201,2000-09-11,WMT,0.0,1.0,Gain
213,2000-09-20,WMT,0.0,1.0,Loss
275,2000-11-27,WMT,0.0,1.0,Gain
290,2000-12-12,WMT,0.0,0.0,Gain
317,2001-01-17,WMT,0.0,1.0,Loss
347,2001-02-28,WMT,0.0,1.0,Loss
375,2001-03-26,WMT,0.0,1.0,Gain
382,2001-03-30,WMT,0.0,1.0,Loss
482,2001-08-09,WMT,1.0,0.0,Loss
503,2001-09-18,WMT,0.0,1.0,Gain
510,2001-09-20,WMT,0.0,1.0,Loss
520,2001-09-25,WMT,0.0,1.0,Gain
524,2001-09-26,WMT,0.0,1.0,Gain
595,2001-12-11,WMT,0.0,1.0,Loss
616,2002-01-09,WMT,1.0,0.0,Loss
628,2002-01-22,WMT,0.0,1.0,Gain
687,2002-04-01,WMT,2.0,0.0,Loss
695,2002-04-08,WMT,0.0,1.0,Gain
701,2002-04-09,WMT,0.0,1.0,Gain
736,2002-05-14,WMT,0.0,1.0,Gain
804,2002-08-12,WMT,1.0,0.0,Loss
808,2002-08-14,WMT,0.0,1.0,Gain
828,2002-09-13,WMT,0.0,1.0,Gain
869,2002-10-30,WMT,1.0,0.0,Loss
877,2002-11-06,WMT,0.0,1.0,Loss
965,2003-03-25,WMT,0.0,1.0,Gain
978,2003-04-11,WMT,1.0,0.0,Loss
979,2003-04-14,WMT,0.0,1.0,Gain
1029,2003-06-06,WMT,0.0,1.0,Loss
1030,2003-06-09,WMT,0.0,1.0,Loss
1072,2003-08-13,WMT,1.0,0.0,Loss
1088,2003-09-05,WMT,1.0,0.0,Loss
1090,2003-09-08,WMT,1.0,0.0,Loss
1101,2003-09-17,WMT,0.0,1.0,Loss
1136,2003-11-12,WMT,1.0,0.0,Loss
1137,2003-11-13,WMT,1.0,0.0,Loss
1139,2003-11-14,WMT,1.0,0.0,Loss
1160,2003-12-18,WMT,0.0,1.0,Gain
1189,2004-02-04,WMT,0.0,1.0,Gain
1190,2004-02-05,WMT,0.0,1.0,Gain
1196,2004-02-19,WMT,0.0,2.0,Gain
1198,2004-02-20,WMT,0.0,1.0,Gain
1225,2004-04-01,WMT,1.0,0.0,Loss
1267,2004-06-15,WMT,0.0,0.0,Gain
1276,2004-06-28,WMT,0.0,1.0,Loss
1282,2004-07-09,WMT,1.0,0.0,Loss
1323,2004-09-21,WMT,0.0,1.0,Gain
1326,2004-09-27,WMT,0.0,1.0,Loss
1354,2004-11-17,WMT,1.0,0.0,Loss
1359,2004-11-29,WMT,1.0,0.0,Loss
1367,2004-12-08,WMT,1.0,0.0,Gain
1445,2005-04-07,WMT,1.0,0.0,Loss
1447,2005-04-13,WMT,0.0,1.0,Loss
1456,2005-04-26,WMT,0.0,1.0,Loss
1484,2005-07-05,WMT,0.0,1.0,Gain
1584,2005-12-13,WMT,0.0,0.0,Gain
1609,2006-01-13,WMT,0.0,0.0,Loss
1616,2006-01-24,WMT,0.0,1.0,Gain
1621,2006-01-27,WMT,1.0,0.0,Loss
1666,2006-05-25,WMT,0.0,1.0,Gain
1734,2006-09-19,WMT,0.0,0.0,Gain
1752,2006-10-13,WMT,0.0,0.0,Gain
1795,2007-01-08,WMT,1.0,0.0,Loss
1867,2007-06-04,WMT,0.0,3.0,Gain
1915,2007-09-27,WMT,0.0,1.0,Gain
1925,2007-10-12,WMT,0.0,1.0,Gain
1932,2007-10-19,WMT,0.0,0.0,Loss
1938,2007-10-25,WMT,1.0,0.0,Gain
1940,2007-11-02,WMT,0.0,1.0,Gain
2012,2008-02-20,WMT,1.0,0.0,Gain
2053,2008-06-03,WMT,0.0,1.0,Gain
2104,2008-09-11,WMT,1.0,0.0,Gain
2145,2008-11-24,WMT,0.0,1.0,Loss
2176,2009-01-21,WMT,1.0,0.0,Loss
2306,2009-08-17,WMT,0.0,1.0,Loss
2323,2009-09-21,WMT,0.0,1.0,Gain
2333,2009-09-30,WMT,0.0,0.0,Loss
2341,2009-10-15,WMT,0.0,1.0,Gain
2396,2010-02-03,WMT,0.0,1.0,Gain
2410,2010-03-15,WMT,0.0,1.0,Gain
2441,2010-05-28,WMT,0.0,0.0,Loss
2459,2010-07-27,WMT,1.0,0.0,Loss
2510,2011-02-10,WMT,1.0,0.0,Loss
2547,2011-10-04,WMT,1.0,0.0,Gain
2568,2011-12-07,WMT,0.0,0.0,Loss
2608,2012-04-25,WMT,1.0,0.0,Loss
