Date,Open,High,Low,Close,Volume
2015-12-31,-0.04717334331711,-0.015416047548291,-0.036384309266629,0.0,1.712619325015
2014-12-31,0.14610598583995,0.14919957310566,0.14344528710726,0.1437540593202,-0.078766056157601
2013-12-31,0.16525,0.14772170504655,0.15664160401003,0.13349693251534,0.1700667411611
2012-12-31,-0.0044798407167745,0.01039603960396,0.0022607385079125,0.023612157749309,-0.46205526382935
2011-12-31,0.3015873015873,0.29404228058937,0.2912747324035,0.28460793804453,0.28834927832254
2010-12-31,-0.023719165085389,-0.016692913385827,0.0081752779594506,0.0094462540716612,-0.38779535454004
2009-12-31,0.66246056782334,0.59949622166247,0.60778128286015,0.60146061554512,0.066848411174537
2008-12-31,-0.80799515445185,-0.80034198350432,-0.80351239669421,-0.80237113402062,-0.31191998317649
2007-12-31,0.76326094695621,0.74758305501846,0.74257425742574,0.74272367948257,0.061617458279846
2006-12-31,0.74852163087457,0.65185830429733,0.7435655994978,0.67751657625075,-0.51309853796402
2005-12-31,0.06320317670417,0.12992125984252,0.060232945091514,0.090729783037475,6.1176015473888
2004-12-31,0.096516690856314,0.095614665708124,0.11296296296296,0.11674008810573,-0.17570153061224
2003-12-31,0.90726643598616,0.88227334235453,0.88284518828452,0.85938566552901,0.03056194544857
2002-12-31,0.34794776119403,0.37488372093023,0.35538752362949,0.37429643527205,3.7472698907956
2001-12-31,0.12842105263158,0.068588469184891,0.12793176972281,0.078947368421053,-0.44931271477663
