Date,Open,High,Low,Close,Volume
2015-12-31,-0.058797782316895,-0.056647398843931,-0.060132645541636,-0.039764359351988,0.88250883856885
2014-12-31,0.57527005286141,0.58352402745995,0.56516724336794,0.55555555555556,0.89495964641488
2013-12-31,0.84677419354839,0.78951678951679,0.83998302207131,0.79925803792251,-0.74922817960366
2012-12-31,0.31180400890869,0.33151581243184,0.31841074426413,0.35153203342618,0.36100154930864
2011-12-31,0.3033381712627,0.32514450867052,0.30915750915751,0.3092633114515,0.14442108541618
2010-12-31,0.97988505747126,0.97714285714286,1.0044052863436,1.0102639296188,0.47623113680028
2009-12-31,0.18974358974359,0.1437908496732,0.17211703958692,0.14429530201342,-0.50634947140428
2008-12-31,-0.44915254237288,-0.45454545454545,-0.44876660341556,-0.45421245421245,-0.57203289284708
2007-12-31,-0.17674418604651,-0.13023255813953,-0.16216216216216,-0.1340206185567,2.8537058823529
2006-12-31,0.30171543895056,0.29778672032193,0.35268817204301,0.31628392484342,-0.89756511736189
