Date,Open,High,Low,Close,Volume
2015-12-31,-0.042913811756221,-0.029178674351585,-0.032665181885672,-0.024118738404453,0.14621797323779
2014-12-31,-0.033797909407665,-0.03678001387925,-0.057052852642632,-0.061629526462396,0.88617969421553
2013-12-31,0.27385707944962,0.25141120277898,0.27658623771224,0.24923879947803,-0.18155411609602
2012-12-31,0.23182066703116,0.257096069869,0.24126455906822,0.26876379690949,0.92578592905668
2011-12-31,-0.061570035915854,-0.067209775967413,-0.064348728593669,-0.072671443193449,-0.19107513220124
2010-12-31,-0.18451882845188,-0.18166666666667,-0.18382041507836,-0.1723845828039,0.92849698968589
2009-12-31,0.13055818353832,0.016949152542373,0.11684011352886,0.012001714530647,-0.72881155895049
2008-12-31,-0.51098773999537,-0.45759595495288,-0.50860065086007,-0.46169820027688,2.7345477580611
2007-12-31,0.54392857142857,0.54564831261101,0.54525862068966,0.54785714285714,-0.010084132263745
2006-12-31,0.21633362293658,0.18977176669484,0.21360069747167,0.18845500848896,-0.64022244122202
2005-12-31,0.28245125348189,0.30790491984522,0.28013392857143,0.30743618201998,3.8550922761449
2004-12-31,0.63926940639269,0.64454545454545,0.6365296803653,0.64566210045662,40.8
