Date,Open,High,Low,Close,Volume
2015-12-31,0.032421634910879,0.038343558282209,0.041874221668742,0.051345884549557,0.93271488717609
2014-12-31,0.30473135525261,0.29854610635332,0.29073739200321,0.28565713142629,0.20113100726111
2013-12-31,0.21955990220049,0.21163127413127,0.22015199803874,0.20661356504948,-0.56217794864687
2012-12-31,-0.020359281437126,-0.0090865614538499,-0.01449625513409,0.00024142926122641,1.3124647373837
2011-12-31,0.27988963825874,0.27655677655678,0.27275522755228,0.26977314530963,0.10274841175431
2010-12-31,0.21943925233645,0.22330097087379,0.22809667673716,0.23187311178248,-0.26851990450314
2009-12-31,0.31903353057199,0.31017612524462,0.32333833083458,0.31349206349206,-0.256090675137
2008-12-31,-0.38731117824773,-0.38710644677661,-0.39234740358336,-0.38872043662826,0.79134814934215
2007-12-31,0.0033343437405274,0.0078573587186461,0.0088848039215686,0.0073304825901037,-0.80852976351221
2006-12-31,0.38555228895422,0.38162839248434,0.37142857142857,0.37389844733529,3.9279467680608
2005-12-31,0.20010080645161,0.20110330992979,0.21119592875318,0.21272264631043,-0.21796015462385
2004-12-31,0.37016574585635,0.3620218579235,0.37124912770412,0.35144429160935,-0.2663612565445
2003-12-31,0.35453695042095,0.36950420954163,0.38722168441433,0.38081671415005,-0.42223342576254
2002-12-31,-0.24505649717514,-0.24612129760226,-0.26633522727273,-0.25213068181818,1.3050552004648
2001-12-31,0.16160787530763,0.14262691377921,0.17333333333333,0.15504511894996,-0.36552995391705
2000-12-31,,1.7577777777778,1.8235294117647,1.7641723356009,0.71189649731777
