Date,Open,High,Low,Close,Volume
2015-12-31,-0.17256011315417,-0.16352378271883,-0.15847630125036,-0.14600870827286,2.600323724475
2014-12-31,-0.61051123843103,-0.60852798589687,-0.61618303571429,-0.61900022119,2.284634428446
2013-12-31,0.46387096774194,0.42614707730987,0.45007282731834,0.42438563327032,-0.23418128214649
2012-12-31,0.50925024342746,0.5409200968523,0.50817671466927,0.54942640956798,0.1313043561073
2011-12-31,-0.014395393474088,-0.021790620558977,-0.011818620356971,-0.017505995203837,-0.081671343947262
2010-12-31,0.34668820678514,0.36193548387097,0.35401698236447,0.35963482230192,1.6615973908748
2009-12-31,1.2509090909091,1.1784961349262,1.2498163115356,1.1659604519774,-0.76812568517057
2008-12-31,-0.44734726688103,-0.43576526566217,-0.45054501413,-0.43675417661098,0.87630021379543
2007-12-31,0.54438237119801,0.55487053020962,0.54234122042341,0.56246115599751,0.34855842185129
2006-12-31,0.06056616194865,0.053931124106563,0.062169312169312,0.062046204620462,-0.57926323182021
