Date,Price to Book Value Ratio
1999-12-31,2.2798555956679
2000-12-31,3.8112407211029
2001-12-31,3.9512915129151
2002-12-31,2.3699631852337
2003-12-31,2.6273391940117
2004-12-31,2.2021152908525
2005-12-31,1.6902315747745
2006-12-31,1.3707372217587
2007-12-31,0.58393168203254
2008-12-31,1.07654258355
2009-12-31,1.2880217445639
2010-12-31,1.2645800220076
2011-12-31,1.82
2012-12-31,2.4953618238877606
