Date,Price to Book Value Ratio
1999-12-31,5.106117163099
2000-12-31,4.4697153977134
2001-12-31,4.6275907343149
2002-12-31,3.4798953906505
2003-12-31,2.6682111368523
2004-12-31,2.4838943419497
2005-12-31,1.9492739996239
2006-12-31,2.1557792625266
2007-12-31,0.93004036467395
2008-12-31,1.3018752595454
2009-12-31,0.90701556108803
2010-12-31,0.97933866944391
2011-12-31,0.82
2012-12-31,1.1001890511566788
