Date,Price to Book Value Ratio
1999-10-18,4.415488026887
2000-10-18,2.6264988721358
2001-10-18,2.826816852594
2002-10-18,2.38595985787
2003-10-18,2.5058502683206
2004-10-18,3.868506757857
2005-10-18,3.7258590418861
2006-10-18,6.1308717124153
2007-10-18,1.9959904534606
2008-10-18,4.0040524228315
2009-10-18,3.1309760702077
2010-10-18,2.7810991712959
2011-10-18,2.87
2012-10-18,1.8667360955482024
