Date,Price to Book Value Ratio
2000-02-01,1.0410305343511
2001-02-01,3.9704205274412
2002-02-01,6.8268876611418
2003-02-01,4.9078097475044
2004-02-01,6.1838655862726
2005-02-01,3.7839116719243
2006-02-01,4.1910076530612
2007-02-01,3.0936157458288
2008-02-01,2.259172917089
2009-02-01,2.9573463858054
2010-02-01,4.0318922145476
2011-02-01,4.8804886383051
2012-02-01,6.35
2013-02-01,6.262052941664592
