Date,Price to Book Value Ratio
2000-06-30,6.5821360393851
2001-06-30,5.3098894631329
2002-06-30,4.1579540122008
2003-06-30,3.461955891262
2004-06-30,3.119641939245
2005-06-30,4.144490553264
2006-06-30,3.1003568610362
2007-06-30,2.4510464390451
2008-06-30,1.5191997418522
2009-06-30,1.3561497816544
2010-06-30,2.5862853243873
2011-06-30,2.4134322743905
2012-06-30,2.4
2013-06-30,3.623010957598857
