Date,Price to Book Value Ratio
1999-12-31,4.1179463459759
2000-12-31,3.6972934472934
2001-12-31,3.812294837362
2002-12-31,3.9148024750119
2003-12-31,4.6346626346626
2004-12-31,4.5562462098241
2005-12-31,4.1853277060576
2006-12-31,5.177097341471
2007-12-31,2.4825501732893
2008-12-31,3.2783817362945
2009-12-31,4.0140395660498
2010-12-31,3.7644772420009
2011-12-31,4.42
2012-12-31,4.3934292140958355
