Date,Price to Book Value Ratio
1999-12-31,12.354017595308
2000-12-31,18.003057802328
2001-12-31,14.551326009376
2002-12-31,11.157486292703
2003-12-31,15.727012785425
2004-12-31,8.9715975803695
2005-12-31,4.2043192675159
2006-12-31,4.1740274746437
2007-12-31,1.4890641286332
2008-12-31,2.7957487887837003
2009-12-31,2.7010864835069
2010-12-31,2.5817594855642
2011-12-31,3.63
2012-12-31,3.119783019282295
