Date,Price to Book Value Ratio
2002-12-31,5.1834730107236
2003-12-31,3.2091077935151
2004-12-31,2.246352396578
2005-12-31,2.4086360937749
2006-12-31,2.3933816330527
2007-12-31,2.4882460293081
2008-12-31,2.59806066034
2009-12-31,2.5763745827944
2010-12-31,4.9342129408742
2011-12-31,5.44
2012-12-31,8.127115202382564
