Date,Price to Book Value Ratio
1999-12-31,2.1383330707421
2000-12-31,2.8669402110199
2001-12-31,5.8662963697679
2002-12-31,6.7810914992899
2003-12-31,6.135924733845
2004-12-31,3.8450211669428
2005-12-31,5.4481024781516
2006-12-31,3.9298095074652
2007-12-31,2.80104283054
2008-12-31,4.4841591453306
2009-12-31,3.9089989249352
2010-12-31,3.8184453227932
2011-12-31,5.63
2012-12-31,5.674134264884569
