Date,Current PE Ratio
2012-12-31,-1.0
2011-12-31,1.5209802279931
2010-12-31,-0.23115832705834
2009-12-31,-0.082758382523495
2008-12-31,1.1627768362349
2007-12-31,-0.77479621948642
2006-12-31,3.209097339902
2005-12-31,-0.14285133454948
2004-12-31,-0.47192001244409
