Date,Current PE Ratio
2013-12-31,1.7793305075885
2012-12-31,-0.20114788678379
2011-12-31,-0.68531459880658
2010-12-31,8.0556191059628
2008-12-31,-0.64726719948191
2007-12-31,-0.27975640911775
2006-12-31,-0.12243188509596
2005-12-31,-0.48816862223777
2004-12-31,0.20712376714115
2003-12-31,0.48735547421841
2002-12-31,0.18178161262448
2001-12-31,0.86830930340343
