symbol,pb-abs-ratio,returns
MMM,7.2419537589956002,-0.0087603046829665999
MMM,8.1437232993755995,0.053416746686245999
MMM,11.081094610378999,0.39570476221144002
MMM,8.1941027266963005,-0.01754435538495
MMM,5.7262189246483004,-0.035120652666409999
MMM,5.6984554455445,0.029823648899582
MMM,6.1160457877296999,0.10722143775553
MMM,3.2739422831360998,-0.29801021342154999
MMM,5.8899787427877,0.48523695663786998
MMM,4.8568317141961996,0.070725728812640998
MMM,3.6230160250271002,-0.028405436334796998
MMM,4.1600000000000001,0.16668068938104999
MMM,5.1117795310103,0.54465030498289002
ABT,10.281347349753,0.15977944239731001
ABT,6.5455107402256001,-0.27560120088617002
ABT,6.8180334939894998,0.17741794771826999
ABT,5.5231826074982999,0.045312709652950998
ABT,4.3691800806936003,-0.14517094156622001
ABT,5.2097979230401004,0.25130999000588999
ABT,6.2650026326650003,0.16593560421542
ABT,4.5949208313412004,-0.037666680213236998
ABT,4.7863280624271001,0.027694267445552
ABT,3.2356096536516001,-0.098413110333802997
ABT,3.8722044300320002,0.19465067638916
ABT,4.21,0.18306171150891001
ABT,2.4914052942882727,-0.40534739398379999
ACE,1.6132640064208998,-0.037365376620502003
ACE,1.2880934056036999,-0.2540168346428
ACE,1.7487165986574,0.44234011348302998
ACE,1.8229173042786,0.05262641509431
ACE,2.0347408370711002,0.27455899593559002
ACE,1.6678039282085999,0.15412039408139999
ACE,1.6645349807981,0.038190552276829999
ACE,1.1948946233566999,-0.12884930534138
ACE,1.1881728796774,-0.018725822687796
ACE,1.0889399731377001,0.26414077549185
ACE,1.0243666753722001,0.14496500098785001
ACE,1.1000000000000001,0.17536380775622001
AES,1.6509041779256,-0.70476706392198996
AES,0.38119241192412001,-0.81529051987767998
AES,13.502480620155,0.44809322033894999
AES,6.2910638297872001,0.15801024140454001
AES,8.8751364463310995,0.3922931143399
AES,4.7826745718049999,-0.029491833030869
AES,1.5947218710493001,-0.61477325853202003
AES,2.5287544289996999,0.61529126213596996
AES,2.0995294117647001,-0.084898572501935998
AES,1.4041557237757001,-0.027914614121496002
AES,1.3300000000000001,-0.092824582956145998
AES,1.3031576330183989,0.37330314572718998
AET,0.46719198980951998,-0.19626324777323001
AET,0.64765477285826001,0.24675466954299
AET,1.4354154727794,0.64375949726550996
AET,2.4385537607268999,0.84613236457565999
AET,3.0647807606757,0.51231773923122004
AET,2.3539668873516999,-0.083397839522203004
AET,3.231096434156,0.33794570169844002
AET,1.2080510838381,-0.50548932503338995
AET,1.7877210984070999,0.11377369598494
AET,1.2937035712031,-0.036332963273096999
AET,1.5542119949852,0.39884936465891002
AET,1.53,0.1157893988699
AET,1.8440177036468048,0.50251753742771998
AMG,3.1196598501720998,0.28449061417897997
AMG,2.1621571875574999,-0.28632236095347002
AMG,2.5432767966428003,0.38349900596421999
AMG,3.2223487312947001,0.46012358097429001
AMG,3.8543168009043001,0.18467670504872
AMG,3.8760704673354001,0.31003115264797998
AMG,7.1111778846154001,0.11728336345477
AMG,3.0771526001704999,-0.64311254895282999
AMG,2.651107450119,0.60663167938930995
AMG,4.7003694692259002,0.47319970304379999
AMG,2.7499444444444001,-0.032957065107841001
AMG,3.5800000000000001,0.35643564356436003
AFL,2.7088197699190002,-0.31538898451993003
AFL,3.1021935483870999,0.23610341069769999
AFL,2.8153268689396,0.20948957158563999
AFL,3.0501354198013999,0.11195585257876001
AFL,3.1004753730357999,0.17725111088206999
AFL,2.8822757663681,0.0029587538555828001
AFL,3.6391679654717999,0.38241360217553999
AFL,2.3895395110858,-0.2548234758513
AFL,3.2833860521162999,0.044460079277869997
AFL,3.2027800879172998,0.24890882123887001
AFL,1.7904124457308002,-0.21312133862037999
AFL,1.8400000000000001,0.26363020123862002
AFL,2.1240824123345612,0.28914222680569002
GAS,2.6125192550062999,0.094091602777160999
GAS,2.0300989554700002,0.10721344799229
GAS,2.0808621636464002,0.25054068806145002
GAS,2.1985157699442999,0.18814418736453001
GAS,2.3390735549325998,0.086406974698465006
GAS,2.5956398571252999,0.16491556948662001
GAS,2.2665597066238998,0.0084259042852181994
GAS,1.6486343425788998,-0.12405574668883
GAS,1.9892030848329001,0.22606421097026999
GAS,2.2029683885890998,0.030034517031282001
GAS,1.815333701048,0.23605909524578
GAS,1.4199999999999999,-0.011049349065986
GAS,1.5746281223687904,0.23295332970520999
AKAM,0.26896523041090997,-0.71794871794871995
AKAM,11.936046511628,-0.70875420875421002
AKAM,13.412367830824,1.6653286502760001
AKAM,6.1527181313502002,-0.34864457831325002
AKAM,1.8065655822169999,-0.56387283236994001
AKAM,2.7929627740948999,0.67925778661364999
AKAM,5.1196871225627998,0.85674822415153995
AKAM,2.6075495958854003,-0.31392136025505002
AKAM,3.3700000000000001,0.26734820322181002
AKAM,3.3203963666391414,0.15326326081642999
AA,2.6136403431973001,0.078560241147380999
AA,1.7752225800341002,-0.34584639069236001
AA,3.2766308752026001,0.70931556810119001
AA,2.2942346089850001,-0.15774465813281
AA,1.9454133635334001,-0.038217061998811003
AA,1.9464817168922,0.040240886753312
AA,2.1523737650933001,0.24112260005448999
AA,0.47083516070421999,-0.68264762097177001
AA,1.3347602739726001,0.47375724318295998
AA,1.2505620703599001,-0.036165128005383997
AA,0.69591506869443998,-0.43321080631010001
AA,0.66000000000000003,0.016878072745473
AA,0.71671079172970242,0.24154046100352999
ALXN,1.6033026113670998,-0.62365260240221998
ALXN,1.2710462287105,-0.42225859247135999
ALXN,3.0872817955112,0.20467422096317001
ALXN,3.9965217391304,0.48148148148148001
ALXN,9.1137370753324003,-0.19642857142857001
ALXN,18.896602658789,0.99456790123456995
ALXN,22.878909382518,0.85763802921514998
ALXN,26.155511811023999,-0.035319205651073
ALXN,17.289878542509999,0.34899143409782002
ALXN,10.706711214409999,0.64993854977468002
ALXN,14.506804699313999,0.77529484792055003
ALXN,16.030000000000001,0.31104895104894997
ALXN,11.064676405639544,0.41753787070621001
AGN,11.461432822156,-0.22294985505907999
AGN,8.0101289134438005,-0.21528871253981
AGN,12.260546826673,0.33646190165078999
AGN,14.87072084609,0.057844061593958003
AGN,12.791435226661999,0.33488305950253999
AGN,11.603229306273001,0.11120873734698
AGN,6.3223887245077002,0.075640918569152005
AGN,2.9613224201573001,-0.36991359729524997
AGN,4.7475251228088,0.56908071857720999
AGN,4.4631749191340999,0.093275906052022003
AGN,5.5577274733589999,0.28091708065281001
AGN,5.1600000000000001,0.047836114255522998
AGN,5.3996826487379561,0.21340877393283
ADS,2.7233537670555998,-0.074673629242820005
ADS,4.0401695227566004,0.56207674943566999
ADS,5.579239641179,0.71531791907513997
ADS,3.4369902354968001,-0.25021061499579
ADS,5.4317663663011997,0.75477528089888002
ADS,5.3991600559963002,0.20041619977589001
ADS,2.5090225563909998,-0.37951726896920002
ADS,8.5810707942146998,0.38813668600903001
ADS,13.700146627565999,0.099705836816845
ADS,229.96536796537001,0.46191749964804002
ADS,41.0,0.39406779661017
ADS,18.004076468934496,0.81631666206134001
ALL,1.2848305038184999,-0.21059518817303999
ALL,1.5977347611203001,0.12264593063882
ALL,1.6976316091295001,0.19352430237540999
ALL,1.7343739362995001,0.23119581675754999
ALL,1.6504559409796999,0.069300634683698001
ALL,2.0606113147726002,0.23381842191346
ALL,1.4004211297263001,-0.17605321585009001
ALL,0.72264884902293003,-0.34546641891574997
ALL,1.2767186140336999,-0.050772820909157003
ALL,1.0304277498203001,0.090268451653878007
ALL,0.72791333613799003,-0.11450276662106
ALL,1.04,0.50231640930245003
ALL,1.1938113570741098,0.38572264025572001
ALTR,6.5405080535298996,-0.19346256176359
ALTR,4.8395693135934996,-0.41894439208294998
ALTR,7.6573550212164001,0.83698296836990005
ALTR,6.8386248185777001,-0.086092715231813999
ALTR,5.457844517441,-0.10483091787439
ALTR,5.6575700047461002,0.062061521856480999
ALTR,4.1755378684242999,-0.013006834639899
ALTR,5.4840394660475997,-0.12645035273777
ALTR,8.4223027878484995,0.36972690241868
ALTR,10.369759513499,0.58541137152246003
ALTR,5.2442656108792001,0.050146922338257002
ALTR,3.6800000000000002,-0.063416257038265006
ALTR,2.9099169407436314,-0.040793449479972002
MO,6.7274241919360005,0.078226410915595998
MO,4.3586850152904999,-0.067816446524474994
MO,5.6306705000513002,0.42738135817478001
MO,5.0399090800334996,0.18375866137114
MO,5.0898450218141997,0.27720373324017
MO,5.0605903604335003,0.19865275075981001
MO,4.0514954945859003,0.21177616354945
MO,1.6545165462972999,-0.30091751078912998
MO,14.769483734088,0.40314333154125997
MO,12.959130007373,0.33917483727794001
MO,11.797053158705999,0.27655587590163999
MO,17.27,0.11766663593333999
MO,19.153474470734743,0.28555724670158
AMZN,67.180081300813001,-0.16309650053022001
AMZN,90.751276102087999,1.3476938672073
AMZN,18.435923141185999,-0.44645941278065998
AMZN,22.515344311377,1.6232449297972
AMZN,15.780330987255001,0.33809099018733002
AMZN,11.867511655012001,-0.038333333333332997
AMZN,14.5,0.44927787406123998
AMZN,20.088004842082096,0.58962809423206997
AEE,1.6952417028468001,-0.029270164469977
AEE,1.8953655040612001,0.044102002620153
AEE,1.9158250910984,0.17408731111466
AEE,2.2191318327973999,0.15091012995339001
AEE,1.8240689655172,0.071768906960473999
AEE,1.6924141076315,0.10135455850241
AEE,1.7021114993164002,0.059439621072493003
AEE,0.99609004739337004,-0.34585599193182998
AEE,0.95971563981042995,-0.10399390190336
AEE,0.86381000891379001,0.068723462503411006
AEE,1.0067073170731999,0.23918940847633
AEE,0.92000000000000004,-0.025281278004166002
AEE,1.304639405204461,0.23308948345454
AXP,3.9677507702841002,-0.34564175357619997
AXP,4.1466062972501003,0.00026757085630947002
AXP,4.4890267657456002,0.37505289053865998
AXP,4.6152385303139001,0.17505460083894001
AXP,3.9776404494382001,-0.69942040801709005
AXP,6.9781590672101999,0.19091182850033001
AXP,5.6831795262105995,-0.13390212505987001
AXP,1.8900353613201999,-0.63722375447085
AXP,4.1380542183936999,1.2607138102832001
AXP,3.5778980980147002,0.078334475559500003
AXP,3.4306531115219001,0.11623023676725
AXP,3.3799999999999999,0.23572989241337999
AXP,5.0580974188176517,0.59842781482653995
AIG,4.5244312078898998,-0.16292855517435001
AIG,3.1590814956854998,-0.23009533935623
AIG,2.8637395732873001,0.23921836731616
AIG,2.5442423476906,0.074828048004302997
AIG,2.2022603495973998,0.23700596628573001
AIG,2.1636305710346999,0.26886815091154997
AIG,1.4719828476450001,0.012307589187561
AIG,0.043802256761412001,-0.96101116191839997
AIG,0.075131903587018004,-0.045222929936322001
AIG,188.38249999999999,0.92194796531022005
AIG,0.53802669979722995,-0.51623765550244005
AIG,0.48999999999999999,0.52155172413789996
AIG,0.75529618650454711,0.45208056049655998
AMT,0.58925964546401999,-0.75
AMT,0.34079185835773002,-0.62724392819429997
AMT,1.3490202838590999,2.0651558073655001
AMT,2.3619631901840998,0.7005545286507
AMT,7.5467709041467996,0.47282608695648998
AMT,3.4751027261079002,0.37564575645756998
AMT,3.9245136719195002,0.14270386266095
AMT,3.6006419377254,-0.31173708920189003
AMT,5.7571958680173001,0.47373806275580999
AMT,6.1223492503996999,0.19509372830363
AMT,6.7413320386131002,0.16911806077839001
AMT,9.1799999999999997,0.30433413861378
AMP,1.7852218030441001,0.34204994524583998
AMP,1.6279495268138999,0.020722380588488
AMP,0.57032010243277997,-0.56860375131513996
AMP,1.6191971511815999,0.70456863620468002
AMP,1.5543621266040999,0.50616524520754003
AMP,1.0601958041958,-0.12322835433059
AMP,1.27,0.29485808495836002
AMP,2.441040462427746,0.88289782897821001
AME,3.6972934472933998,0.23049721198645001
AME,3.8122948373619998,0.20814891595733001
AME,3.9148024750118999,0.25496204184958998
AME,4.6346626346626003,0.48195961508155
AME,4.5562462098241001,0.19468319415770999
AME,4.1853277060576,0.12500314460997999
AME,5.1770973414709998,0.47510109808982998
AME,2.4825501732893001,-0.35338217000543998
AME,3.2783817362945,0.26981174128939001
AME,4.0140395660498003,0.54356609297601999
AME,3.7644772420009001,0.076823378857835994
AME,4.4199999999999999,0.34570000422310998
AME,4.3934292140958355,0.40946897166656998
AMGN,14.124973925136,-0.11729746637474001
AMGN,12.466131258146,-0.14351523742026001
AMGN,4.3562616209121998,0.27823748448489
AMGN,4.2313464781759,0.038193882505259999
